source_id,RA,DEC,Type,Period,A1,A1_error,A2,A2_error,A3,A3_error,Phi21,Phi21_error,Phi31,Phi31_error,[Fe/H],[Fe/H]_error,E(B-V),E(B-V)_error,Distance_modulus,Distance_modulus_error
4654159362336311040,66.9394906597665,-70.71999232322631,RRab,0.6347483054822057,0.24217309,0.013297042,0.13231218,0.013311565,0.10246573,0.014974899,3.9762602,0.12268526,2.0152767,0.13444842,-1.9984929974262415,0.42393305728919933,0.104704,0.026555387,18.635205523679343,0.980139709658961
4654183379793888384,67.03545404606815,-70.35635514127145,RRab,0.6564933260610659,0.21807927,0.006466806,0.11691663,0.007840606,0.06634696,0.00666928,4.154489,0.09690434,2.5757961,0.17981926,-1.5922896256389163,0.467432617906485,0.094081,0.02124431,18.424143934138897,0.8708091580505521
4654158984379216768,67.11746100370449,-70.69567747830453,RRab,0.6000190290717413,0.23942891,0.010565793,0.112558365,0.011463348,0.08134237,0.012205174,4.0554156,0.10740987,2.2034464,0.29627162,-1.6288659953481646,0.4922169368825503,0.104704,0.026555387,18.559074963097487,0.8618853095623498
4655684522401163264,67.24069934698971,-70.28797858445058,RRab,0.7877025705459526,0.17650414,0.008321334,0.08382367,0.009024821,0.031775486,0.012975997,4.4647517,0.2143008,2.8198884,0.28032312,-2.091054170530037,0.5209978462166268,0.094081,0.02124431,18.64117700670841,1.0063411213750468
4654160706663204992,67.34173480577643,-70.66383187327256,RRab,0.5535765365160672,0.29782173,0.01676387,0.12174927,0.014524994,0.08233444,0.015448622,4.068082,0.16046035,1.7472359,0.17713206,-1.7999480316641732,0.40684825229102556,0.105462,0.028831562,18.65480499374597,0.8953670856369518
4655723761228204800,67.35424566014045,-69.84404956783787,RRab,0.6094454931358725,0.3233805,0.01466349,0.11726582,0.012365197,0.09370074,0.012594958,3.9166243,0.10066927,1.8271755,0.19348522,-2.034877516904092,0.43163026316908065,0.100151,0.01972686,18.570949901733147,0.9638456819205229
4655693146695683840,67.41513194083059,-70.12979523643807,RRab,0.6394925460203916,0.14415911,0.011096878,0.059594296,0.010011655,0.031008534,0.007569576,4.2760005,0.13618617,2.305608,0.30661342,-1.7519121104131736,0.49023145533178986,0.084218,0.033383913,18.82469959459569,0.910231844429908
4655692940537228800,67.4431025386289,-70.14552773962875,RRab,0.5983996672065615,0.23879017,0.008510413,0.10479679,0.009129159,0.0708867,0.0070353197,4.028281,0.09924227,1.9927046,0.15727036,-1.817975828996416,0.413065499516968,0.084218,0.033383913,18.888767435799,0.9165502322438928
4654157609991425024,67.4724922765418,-70.67362518771273,RRab,0.6417071897002454,0.35675037,0.034527857,0.18200083,0.034178168,0.084703125,0.029112408,3.6528137,0.14193372,1.5238416,0.25828338,-2.4990637988363624,0.4379791940177427,0.105462,0.028831562,18.56298640855418,1.1200948728379705
4655735924576165376,67.5769763223057,-69.5207115872399,RRab,0.515232509427939,0.27550742,0.012586191,0.09733534,0.0090418095,0.07416519,0.014387783,3.7781475,0.17378563,1.8132935,0.22800113,-1.5250445373250612,0.4320847062260413,0.08877,0.025037937,18.62570296153101,0.8433524131381681
4655680880269021568,67.61046286095684,-70.17234271471212,RRab,0.5460337796742067,0.36059234,0.018041069,0.1765399,0.019689672,0.14266004,0.03029586,3.9021533,0.17038606,1.6926056,0.2494017,-1.8094382131918476,0.4268602089369637,0.084977,0.018968133,18.731885963853717,0.9224636873911485
