object_id,gaia_dr3_id1,raj2000,dej2000
497342718,4662379040688241280,71.404995,-67.496847
494177517,4654821611937654912,71.407038,-70.594661
494175653,4654818485213868672,71.411828,-70.726534
497306940,4656342442676876928,71.433985,-68.026024
494185676,4654972421135598208,71.447596,-70.276475
497132525,4656309014948596864,71.468054,-68.433576
1605012915,4654971837020059008,71.476633,-70.29006
1609112033,4662411648084510208,71.493145,-67.090555
497390295,4662515758092534144,71.521742,-66.807679
497301354,4656309594765062784,71.527202,-68.377494
497321958,4662358012528465024,71.527749,-67.679902
1609183236,4662571523946604800,71.544026,-66.602473
494462753,4655438133044059264,71.553123,-69.192915
494482082,4655453423128049408,71.572289,-68.797831
497355996,4662419756979649280,71.580606,-66.972166
494373266,4654998873843682176,71.584571,-70.070704
494374195,4655001450808173568,71.598095,-69.981411
494463485,4655438815941728512,71.606329,-69.113025
494412956,4655400131170211712,71.62243,-69.38035
494486444,4655550283234643072,71.629179,-68.63568
494463644,4655440332053337344,71.632775,-69.095526
1609095054,4662366701258147072,71.634018,-67.518029
497317541,4662356221525964672,71.635549,-67.802571
494414071,4655401982295526016,71.636086,-69.29871
494413856,4655401879200597248,71.637531,-69.324819
494486742,4655551588904677888,71.639933,-68.580232
497304226,4656335952987758208,71.64485,-68.199527
497304168,4656335639460300416,71.687224,-68.220408
494378317,4655010148129649024,71.68728,-69.815756
497356257,4662514246264057856,71.689523,-66.897564
494487263,4655557666269251840,71.701221,-68.527364
497391401,4662524897779701376,71.704711,-66.578738
497390240,4662516960679436160,71.710194,-66.740404
1605010956,4654927371210664960,71.712675,-70.20779
494184165,4654951216887138560,71.746935,-70.129542
497317195,4662353129162281344,71.75131,-67.812505
494485493,4655550691224506624,71.753273,-68.584831
494485171,4655550072755856128,71.771909,-68.638392
494390892,4655386937030206720,71.771727,-69.665936
494485542,4655556605427122176,71.77265,-68.55841
494466138,4655446684304112512,71.778463,-69.013676
494374331,4655007223260789248,71.778616,-69.912309
497304268,4656337323074860544,71.780863,-68.17842
497343125,4662392264892877184,71.781658,-67.398176
1609097116,4662394743090259840,71.79933,-67.278709
2712791971,4662364815756718080,71.799111,-67.614994
1609179881,4662523106773923840,71.799313,-66.70314
497339108,4662365567375417600,71.809351,-67.56422
497389629,4662513490345885568,71.811428,-66.819556
494486111,4655556635538755200,71.813872,-68.556671
494395182,4655398413183446144,71.822694,-69.46944
494373033,4654953420197242752,71.822985,-70.035429
494482705,4655546946019590656,71.824918,-68.669591
494179851,4654920258767238528,71.839051,-70.4401
494182958,4654925859381894400,71.839311,-70.27525
494462043,4655428821556747648,71.842625,-69.092728
494392326,4655389372304198912,71.84338,-69.51695
2708589840,4654923900899521408,71.854001,-70.361242
496366668,4655559182407459968,71.855084,-68.422283
497389573,4662511733699815296,71.859019,-66.843832
497390921,4662525305797750272,71.881037,-66.604273
494395066,4655395423886228224,71.882217,-69.471384
494485121,4655553616108956800,71.884173,-68.573347
494476538,4655543647502240896,71.920363,-68.826354
2708532129,4654910844215163648,71.942212,-70.642196
494464807,4655435345590447872,71.942922,-69.007364
494396108,4655397618592607616,71.957118,-69.383563
494465506,4655436994908550144,71.997899,-68.96347
494396144,4655398133991868928,72.021966,-69.360836
494389590,4655387310669036800,72.022176,-69.655696
494485817,4655555501663872768,72.032825,-68.520811
494389596,4655387418053022208,72.041057,-69.652148
497316916,4662360692588282752,72.048368,-67.695206
494395641,4655397348017087488,72.054024,-69.407797
494396453,4655421777794360832,72.053698,-69.312489
2712805720,4662498062823452032,72.058146,-66.999525
1609169846,4662513043669369344,72.063656,-66.793783
1609104283,4662498200262409600,72.07161,-66.982382
494480404,4655552546650063104,72.073741,-68.612083
1609171503,4662521186927871360,72.081688,-66.674271
1609091686,4662387871145764096,72.090951,-67.49048
494477112,4655545679009819264,72.092048,-68.735003
494377356,4655338558512519168,72.097672,-69.750078
494435743,4655427580288336512,72.101233,-69.141403
494182547,4654946754409030016,72.103898,-70.23443
494367393,4654958471078907520,72.107634,-70.054786
494182564,4654947128064485632,72.107926,-70.218819
2712790750,4662362784233122688,72.123887,-67.619147
494155031,4654898925650626432,72.141548,-70.646402
497382059,4662500983401238656,72.145132,-66.839411
496381451,4655594366782405760,72.153163,-68.051913
494382948,4655340207761314176,72.160343,-69.717547
494372750,4655338485500935552,72.176098,-69.756576
494475469,4655533545721247360,72.180408,-68.782954
2708592609,4654948811687522048,72.180471,-70.166143
496368334,4655582061668128384,72.188109,-68.294816
2708540391,4654901189089066240,72.188791,-70.544298
494474615,4655531935132743680,72.192764,-68.833935
497349503,4662500193127288448,72.194812,-66.899631
496380155,4655594018857925760,72.197037,-68.086842
1609090791,4662363505787759104,72.205848,-67.534963
494383173,4655340169107810048,72.207235,-69.682825
494475819,4655534409040343168,72.210637,-68.712759
494367061,4654959119613891584,72.224229,-69.974246
494365735,4654949155304428288,72.224966,-70.124009
494383273,4655340925087846528,72.231992,-69.636218
494154443,4654900364452596608,72.232719,-70.611623
494153797,4654897753112959616,72.23384,-70.701075
494366679,4654955962818046848,72.263503,-70.026973
1609099125,4662396804674785408,72.264696,-67.277837
494370894,4654961353015946880,72.265612,-69.896661
494435218,4655430191679028608,72.270806,-69.152058
496369292,4655589041023148928,72.278239,-68.186823
497345729,4662399244219111168,72.297438,-67.165777
496363888,4655587700974185728,72.344974,-68.244406
1609104417,4662499093619551104,72.347786,-66.945905
2708540963,4654909027414091648,72.360245,-70.454809
494438646,4655432498046235392,72.371984,-69.057061
496360857,4655580863404840704,72.37493,-68.36044
494365562,4654954897666244864,72.376672,-70.068634
494387308,4655348930862192512,72.387376,-69.521858
494433302,4655423182256826752,72.392109,-69.221424
497381948,4662508125943844096,72.397091,-66.742446
497379361,4662499570352106112,72.420396,-66.908096
494439725,4655527056050077824,72.429668,-68.958466
494382567,4655339550653828352,72.44057,-69.700413
496385826,4661608867160191104,72.443463,-67.781691
494433473,4655429195211253120,72.445037,-69.184389
494431896,4655376010631488512,72.469745,-69.280495
496383576,4661598967265253376,72.496624,-67.903632
494387415,4655348690324055552,72.505217,-69.48571
497382771,4662532044605999104,72.520857,-66.678733
494439517,4655526265758617600,72.533305,-68.976721
2712853003,4662503006326080128,72.536583,-66.863046
494368998,4655332545540221952,72.558572,-69.933843
1609170498,4662532456922883712,72.559794,-66.657677
496383251,4661599070344608768,72.568893,-67.889852
494435973,4655382779500819840,72.573564,-69.150276
494454424,4655535645966859008,72.589559,-68.804047
494245793,4654942940477526912,72.596547,-70.103108
494151143,4654902602142777088,72.605108,-70.64167
496422898,4661637278361174912,72.608872,-67.496335
494436023,4655384325689046656,72.619264,-69.126203
496423761,4661645078022142720,72.6247,-67.363146
496419489,4661607900797649024,72.6788,-67.697848
494382062,4655344532799143808,72.680681,-69.599827
496362778,4655577977185763840,72.685244,-68.203497
494243976,4654941291210204160,72.700588,-70.184105
497380721,4662528673051172736,72.723583,-66.736751
496379240,4661604808406567680,72.729908,-67.834889
1607841740,4661643463187839360,72.731898,-67.441322
494156925,4654902907073787008,72.734681,-70.613574
494157892,4654905381000860160,72.737699,-70.488745
494426361,4655381469535986176,72.739051,-69.229511
2708683417,4655334568469806336,72.742011,-69.851709
496332968,4655564508151221248,72.743968,-68.507364
494385371,4655369340526766080,72.745454,-69.485559
494459118,4655538532203465472,72.748672,-68.652607
494425866,4655381435176301440,72.752068,-69.256146
494459135,4655538562258280064,72.762586,-68.639948
494164682,4654934865939729152,72.764077,-70.266692
496384312,4661606869991197824,72.770313,-67.763594
494437012,4655478711890964864,72.771087,-69.043415
494424426,4655371234627974144,72.77204,-69.37993
496358688,4655571169629747968,72.772607,-68.394055
496374563,4661585257730405632,72.800135,-68.043841
496422581,4661640546843820416,72.823345,-67.455405
494451976,4655487645401012736,72.824137,-68.849692
494249746,4655320691459826432,72.831939,-69.968567
1607840871,4661640581212336000,72.833814,-67.444314
497378924,4661753178080144640,72.842199,-66.859515
494425709,4655381198953003776,72.843485,-69.261436
494251022,4655322443793431424,72.846277,-69.891618
496374853,4661585910549667328,72.849817,-67.984635
494243542,4654941389995897216,72.861391,-70.185554
494431309,4655478398351933568,72.876007,-69.022393
2708676566,4654943795191075584,72.908239,-70.055699
494157033,4654904075304434944,72.919861,-70.54457
496415562,4661630823038434048,72.920112,-67.681677
494443710,4655480464214855168,72.922133,-68.958527
496378768,4661594397405847808,72.926673,-67.823757
2708828967,4655368412836046208,72.944006,-69.487373
2708902750,4655489874486171520,72.946063,-68.766691
496338376,4655574025798057344,72.948191,-68.238829
494422733,4655377346350087936,72.956399,-69.353787
494157506,4654927714806304384,72.965948,-70.496006
496432561,4661749806518272384,72.967508,-67.013932
494161030,4654931597457078016,72.968781,-70.312998
496547548,4661749982624529664,72.97567,-66.979409
1607833782,4661632983393458816,72.978444,-67.597981
496332352,4655563885386171648,72.984264,-68.489503
494161227,4654937713489891840,72.986384,-70.265076
496333136,4655570001398020992,72.996727,-68.461551
496330486,4655563305576999424,73.012276,-68.545525
494264583,4655329487521329664,73.019487,-69.7857
496430964,4661739331105180928,73.051701,-67.176442
494155718,4654715612141928832,73.060279,-70.620673
494263068,4655328864768327040,73.06161,-69.767923
494156060,4654716230670266496,73.062166,-70.593377
494237198,4654939848101342976,73.0698,-70.178267
494156099,4654716368056257536,73.08015,-70.567055
496336491,4655570516816005632,73.080366,-68.388601
496376699,4661593057375667968,73.094616,-67.887842
494269859,4655356288139208704,73.100247,-69.551742
496428733,4661641989952662144,73.101751,-67.376561
496375910,4661591373745338752,73.113054,-67.943435
494456980,4655515923472296832,73.115179,-68.610745
494427832,4655474657441865728,73.122583,-69.119278
494247481,4655318213230593536,73.128846,-69.992548
494427123,4655473347470749056,73.147842,-69.176425
496351071,4661580004989679232,73.150008,-68.164615
496352561,4661581546880014080,73.15814,-68.061396
1607996776,4661772415208347904,73.160312,-66.899095
496429300,4661736547973387264,73.163665,-67.281155
494450447,4655513617089546496,73.170024,-68.641413
496352459,4661581443800917248,73.184107,-68.086797
1605117798,4655357559449939712,73.19139,-69.536606
494262976,4655330243435660416,73.19395,-69.748027
494441421,4655482968197583616,73.197129,-68.963168
494133152,4654712867662183168,73.200563,-70.716586
496337964,4661578218283330048,73.201328,-68.212294
496547781,4661772518306262272,73.224143,-66.880915
496376810,4661590617851281280,73.228317,-67.854716
496430783,4661744863028255232,73.233111,-67.15395
494237635,4655315086494187776,73.251724,-70.098802
494337535,4655472973791792384,73.255191,-69.226886
496336360,4661578012138165248,73.25561,-68.251257
2711508910,4661723766148584704,73.261808,-67.392628
2711672955,4661778260677314048,73.264908,-66.734199
496548944,4661774648645896064,73.265804,-66.806072
494236710,4654939156598331648,73.274829,-70.197498
496336434,4661578145318629248,73.275644,-68.234507
494142730,4654738942404360064,73.289724,-70.560511
494449441,4655510151056684800,73.295055,-68.719771
494440487,4655482113506100352,73.297711,-69.003695
494335592,4655366419979348480,73.305204,-69.334647
494242837,4655323779528216448,73.324152,-69.927426
494159419,4654749044189591296,73.33325,-70.321668
494158475,4654748391334612736,73.341777,-70.380726
496547220,4661774274961806720,73.354228,-66.853673
496427795,4661732768394117632,73.362285,-67.201335
494236151,4655127104365683328,73.368607,-70.140663
494234973,4654751037049573760,73.372086,-70.242698
496356984,4661612986041678976,73.374447,-67.891325
496322887,4655512521878955904,73.383886,-68.596298
496335456,4661529972922041984,73.41683,-68.301012
494268745,4655357108474914048,73.423349,-69.534686
494242347,4655323539010550144,73.428448,-69.941667
494241369,4655317530331147008,73.438771,-69.992231
496335669,4661530144712887808,73.442494,-68.268626
496398102,4661622645421101568,73.445097,-67.67392
1607736937,4655524165554667136,73.449574,-68.421329
496427766,4661733245165150464,73.451353,-67.147398
494447973,4655512070877534848,73.452978,-68.660825
2711397955,4655520592122162304,73.464933,-68.494033
496350663,4661541449067004928,73.475532,-68.039504
494340763,4655463176967738752,73.483317,-69.154122
496398090,4661622675488615424,73.494427,-67.662439
496328356,4661529285773912704,73.500094,-68.359256
494341570,4655463627938182016,73.50969,-69.132709
494234570,4654750521638729984,73.512624,-70.228664
494447392,4655509223323916800,73.51513,-68.73765
494447389,4655510632093201536,73.522523,-68.737355
494332587,4655360754906548224,73.529174,-69.443878
494242608,4655325639231237888,73.530325,-69.871135
494256698,4655350859300795264,73.533262,-69.673888
496543581,4661761596221141504,73.539562,-66.869451
494145343,4654747433573666816,73.539499,-70.418422
496355186,4661613226560845056,73.544531,-67.872631
494342010,4655469881412824704,73.546016,-69.058458
494334880,4655459981511991936,73.547544,-69.273542
2711672524,4661782379531810944,73.55272,-66.657735
494124307,4654687437154331136,73.558702,-71.075036
