object_id,gaia_dr3_id1,raj2000,dej2000
1608720610,4654159362336311040,66.939511,-70.719992
1608740837,4654183379793888384,67.035346,-70.356327
1608719372,4654158984379216768,67.117288,-70.695603
1608740693,4655684522401163264,67.24055,-70.287968
1608761176,4655723761228204800,67.354356,-69.844113
1608741932,4655693146695683840,67.415187,-70.129828
1608741501,4655692940537228800,67.443057,-70.145463
1608718976,4654157609991425024,67.472485,-70.673627
1608841221,4655735924576165376,67.576996,-69.520697
1608741338,4655680880269021568,67.610446,-70.172352
1608741723,4655681807982064000,67.618932,-70.099562
1608741585,4655681533104125824,67.674137,-70.118834
1608748088,4655729190066973312,67.760648,-69.730232
1608740157,4655682220299515648,67.794317,-70.123238
1608739716,4655676894539306880,67.86024,-70.220738
1608737629,4655666895859991552,67.871038,-70.485952
2712537589,4656056604009968640,67.904895,-68.858328
1608746179,4655709437513720832,67.923517,-69.910906
1608743547,4655706581353563904,67.939493,-70.000606
1608859206,4656063579037111168,67.969404,-68.767348
1608846376,4655865907467078784,67.990454,-69.046658
1608715184,4655619277559066240,68.017823,-70.554398
1608726952,4655620063533882496,68.049796,-70.490198
1608847802,4655868523105394560,68.103432,-68.925408
1608859412,4656065400103448576,68.114042,-68.684913
1608860535,4656442292075460992,68.133378,-68.55144
1608739407,4655677994054050432,68.149221,-70.182857
1608845725,4655864464357905792,68.152058,-69.124132
1608714112,4654113255864605312,68.17786,-70.714864
1608739557,4655678543810082432,68.190857,-70.127579
2712404382,4655618315483353600,68.20051,-70.577646
1608738926,4655677482957069952,68.237932,-70.247709
1608847788,4655874840999411712,68.269585,-68.851111
1608727388,4655628241154594176,68.285285,-70.343557
1608864930,4656450435333562496,68.295479,-68.427573
1608742784,4655704210534985984,68.297548,-70.021168
1608791349,4655812516727079424,68.324113,-69.607341
1608745112,4655712559951813760,68.37234,-69.819001
1608866836,4656480293944486912,68.390353,-68.166135
1608846965,4655870168074786304,68.442532,-68.966344
1608798404,4655861062743846400,68.443105,-69.098481
1608743182,4655710738885449728,68.447709,-69.952519
1608797642,4655824778859824256,68.490305,-69.248516
1608865340,4656452462556056064,68.492036,-68.303877
497363841,4656587084010388992,68.510073,-67.747812
1608866734,4656477579525129344,68.515376,-68.173367
1608792820,4655821308528257664,68.522473,-69.415122
1608799755,4655869927556575360,68.549078,-68.984001
1608744387,4655712766110204544,68.579127,-69.846659
1609132184,4656586018865201920,68.604535,-67.792488
1608798129,4655850445584611840,68.60449,-69.135157
1608726305,4655623602586939776,68.605776,-70.477956
1609120944,4656486135097275648,68.61227,-67.994153
1608744924,4655807598984859136,68.615352,-69.739839
1609137148,4656595914463495680,68.616638,-67.564592
1608867029,4656479744188928256,68.650925,-68.074317
1608735579,4655657309492091520,68.661426,-70.021017
1608797123,4655847318848194048,68.691117,-69.243412
1608790434,4655817224010802432,68.711092,-69.522056
1608734955,4655655728943819264,68.723496,-70.110725
1608791130,4655823163949982848,68.736617,-69.366852
1608727515,4655625973409365504,68.743361,-70.352006
1608858263,4656260769581947264,68.77576,-68.522813
1608796885,4655847009608771200,68.779778,-69.279087
1608734986,4655656179912306688,68.789036,-70.080867
1608734103,4655652567847706240,68.806749,-70.158516
1608790843,4655819418738107648,68.821814,-69.442579
1608864241,4656288502187745664,68.832267,-68.2499
1608862946,4656287123500222720,68.845174,-68.311386
1608857930,4656257230528748800,68.845893,-68.589665
1608788560,4655809974110768384,68.854579,-69.645002
1608794938,4655843784094978048,68.874721,-69.342791
1608734157,4655653014524412800,68.875614,-70.126668
1608790946,4655819865414905216,68.881684,-69.402019
1608864297,4656290078437891328,68.888064,-68.207147
1608725207,4655625251854745600,68.893933,-70.378261
1608829282,4655859757074159616,68.904168,-68.906368
1608795369,4655849139912781184,68.905228,-69.204121
1608725294,4655625389296252672,68.929333,-70.356082
1608711647,4655603540798519424,68.939314,-70.630581
1608788475,4655763103124171520,68.941206,-69.642097
1609120560,4656299596077642496,68.957321,-67.980769
1608736939,4655665040433521536,68.965895,-69.893792
1609121960,4656583819835173504,68.966278,-67.801938
1608798444,4655855633922201216,68.973381,-69.113647
1608733900,4655652022388925696,69.014419,-70.151768
1608799018,4655858623200935680,69.020548,-68.962462
1608798794,4655857901646391936,69.037407,-69.021738
1608711294,4655599756927841152,69.038446,-70.729774
1608711322,4655599756927859328,69.038726,-70.71747
1608864389,4656295472916841856,69.052207,-68.185433
1608789811,4655771452543160704,69.061724,-69.479763
1608828832,4656234724900731520,69.085819,-68.867645
1608722227,4655609308935332992,69.08735,-70.612664
1608863547,4656286023988626816,69.091598,-68.275522
1608775460,4655762110993311488,69.099279,-69.675974
1608796668,4655854877989388928,69.112828,-69.044573
1608725518,4655637758799844736,69.131989,-70.293072
1608795125,4655845502080872832,69.131405,-69.245069
1608796294,4655852541527042048,69.140081,-69.132333
1608861906,4656282622375730176,69.152077,-68.426662
1608828597,4656233865900346624,69.157744,-68.925466
497373624,4656623647069367424,69.171701,-67.306426
1608735811,4655660401868577024,69.182648,-69.998046
1608731357,4655658374643745920,69.210617,-70.08029
1608838236,4656246956967105920,69.22974,-68.519986
1609118318,4656392607889432448,69.247056,-67.961555
1608838863,4656282897253661952,69.269011,-68.411271
497363130,4656616770824786560,69.270387,-67.512556
1609118166,4656392161214099200,69.277026,-68.009515
1609117302,4656295232390988544,69.28685,-68.060907
1608722647,4655608656100580864,69.298168,-70.514689
497374286,4656632095269257472,69.303084,-67.127559
1608838328,4656270527747694976,69.318976,-68.485648
1608838923,4656271180582890240,69.336569,-68.405992
1608733001,4655648689494317440,69.343105,-70.030369
1608840532,4656291319686326144,69.345927,-68.265955
1608729665,4655644768186760704,69.375214,-70.22075
1608825730,4656232732029091968,69.385325,-68.901926
1608794443,4655797909542468096,69.410707,-69.308676
497362757,4656428891773915136,69.41444,-67.536277
1609119694,4656395047452116480,69.423053,-67.849908
497363075,4656618901128834304,69.426934,-67.412818
1608729547,4655638617793451008,69.449759,-70.251646
1608795703,4655806533850161152,69.453789,-69.132136
497360762,4656403568646454144,69.471416,-67.693525
2712463282,4655764271355019392,69.480497,-69.675665
1608840771,4656279839237190144,69.497969,-68.254622
1609116979,4656293961080609024,69.502035,-68.118875
1608837546,4656269638692827264,69.507153,-68.511017
1605023165,4654854459849650688,69.512471,-70.691129
1608825778,4656231838675824768,69.538019,-68.908695
1608830700,4656242387117317248,69.548063,-68.624748
1608827546,4656238749280217472,69.558864,-68.781083
1605024766,4655631402247398656,69.578309,-70.500655
1608774673,4655765508321115136,69.589034,-69.682118
1608833805,4656266129696743296,69.619655,-68.576628
497360320,4656400167032233600,69.626473,-67.758309
497101530,4655765439585966720,69.636522,-69.699396
497370383,4662633951288567040,69.658731,-67.091339
1608828402,4656241459404186624,69.661611,-68.655971
497369248,4656437790946428032,69.674119,-67.363813
497114299,4655805679144543104,69.681281,-69.158331
1608833707,4656265854818705664,69.686996,-68.602497
1609126798,4656430506693621248,69.687017,-67.450298
1608825163,4656185212510859136,69.68837,-68.908002
1608828227,4656264892745823872,69.726277,-68.644458
497111548,4655793618874110464,69.726407,-69.38449
1609123099,4656400411855171968,69.733769,-67.735416
1605023077,4654855563663801216,69.741464,-70.635088
1605025374,4654882600476289664,69.801891,-70.466284
497105232,4655791969600561408,69.821103,-69.472839
497114563,4656178654093643904,69.840279,-69.0958
497112145,4655799455730663680,69.841208,-69.304015
497372639,4662642030123411968,69.843072,-66.947308
497144415,4656267882043849856,69.843438,-68.455368
497361209,4656426280446261888,69.860713,-67.584293
497328177,4656375118788778880,69.888973,-68.156084
1609143384,4662444285529633152,69.909634,-67.223341
1605025239,4654881814504735104,69.921085,-70.473734
497113228,4656177000531938688,69.93929,-69.188367
497145839,4656273860638400256,69.944963,-68.427311
1605020418,4654879405020112768,69.971842,-70.587964
497327844,4656371373575675136,69.977743,-68.229518
497368990,4662444663486806272,69.986312,-67.182426
497113842,4656178443641231744,69.989915,-69.112342
497361536,4656433530338744960,69.997997,-67.433276
1605025628,4654882394317951616,70.008084,-70.430243
497336187,4656411303893235840,70.012177,-67.730874
497113606,4656177481568368512,70.044242,-69.158922
1605021997,4654881432244953216,70.04493,-70.522092
1605019299,4654851917228871040,70.050783,-70.724199
497142783,4656219778412468992,70.056996,-68.58415
497141139,4656217167069024384,70.072538,-68.66657
497361316,4656431919736129664,70.088474,-67.5056
497335536,4656386526224272640,70.0896,-67.830038
497146356,4656276265820328448,70.093362,-68.322021
1609089292,4656414121391852544,70.101926,-67.57336
497368944,4662443220377812736,70.115998,-67.167958
497329225,4656380959944721664,70.120025,-67.980136
497102288,4655777156257165056,70.121716,-69.60991
497145056,4656228608863006976,70.142204,-68.408007
1605033361,4654890507518524672,70.14492,-70.320032
497123541,4656179714951761024,70.152231,-69.059359
497136199,4656217029630075136,70.153147,-68.663508
497329959,4656386118204105856,70.153833,-67.873965
497113350,4656177378489182208,70.155717,-69.147831
497329584,4656381063025170432,70.16444,-67.95576
497337200,4656419752092159872,70.190896,-67.573596
497337188,4656419722029032192,70.195644,-67.587628
497123189,4656179405713978880,70.216542,-69.088001
1609141919,4656422741401086208,70.222691,-67.419228
497110244,4656164738407019392,70.244123,-69.235489
497102498,4655775541349455872,70.244443,-69.607242
497371224,4662452467452076288,70.261577,-66.956153
497136322,4656219159934219264,70.277185,-68.593443
497102475,4655775953666373504,70.294796,-69.594349
1605018183,4654839620745229824,70.296117,-70.725928
497337052,4656418966114802560,70.306704,-67.602723
494193211,4654994892395063296,70.324629,-69.989288
497144547,4656227646790223872,70.334116,-68.440443
1605019079,4654875556729156608,70.343695,-70.631078
497337352,4656421130778307200,70.352982,-67.50973
1605029951,4654981973142683648,70.355521,-70.236611
497126233,4656211948689062016,70.396339,-68.825632
497353238,4656421607527348224,70.3985,-67.470824
1605018170,4654863187223102208,70.399972,-70.694947
1605032316,4654986985364146432,70.413789,-70.162261
497368833,4662450539002202624,70.433109,-67.079791
1609149975,4662478370390669184,70.433867,-66.80516
497332098,4656405595878774656,70.460954,-67.87624
497336366,4656415323982737920,70.468845,-67.686312
497106748,4656160439142407552,70.469653,-69.344075
497336374,4656415354045390080,70.471859,-67.668511
497119483,4656173152241757312,70.471816,-69.044426
497323213,4656324266400632192,70.474332,-68.277822
497323210,4656322587044893312,70.474764,-68.286713
497414958,4662488540872217472,70.490633,-66.641533
494404485,4655021310738543104,70.496099,-69.782852
1605032228,4654984099146122496,70.512789,-70.159611
497370984,4662474870002369664,70.523499,-66.959372
497136615,4656223974597042304,70.537118,-68.52394
494192831,4654994166543762432,70.554266,-70.002983
494407670,4655023475402417664,70.560353,-69.700653
497325914,4656331653718907136,70.568672,-68.082577
494403219,4654995987610438528,70.572125,-69.930823
497119895,4656174904588728832,70.582051,-68.978959
497327483,4656358385597907328,70.582604,-67.932434
497308605,4656321070918176640,70.589398,-68.300058
497109346,4656162809977350784,70.59135,-69.217782
1605020555,4654871639719297664,70.605541,-70.556863
494408259,4655024269981724672,70.607384,-69.638335
497332061,4656360756420520192,70.623545,-67.812509
497414838,4662485246643368448,70.627486,-66.689894
1609149561,4662477614476413056,70.642021,-66.80911
497134759,4656209058170786048,70.643459,-68.644224
497109521,4656163364017557760,70.644716,-69.166295
497109480,4656163119202162176,70.64554,-69.185746
497326703,4656358213799176064,70.649304,-67.938386
497333983,4656414391972595072,70.653401,-67.698391
497108420,4656161607368828160,70.676519,-69.287325
497334001,4656414701220646528,70.677498,-67.690309
497118684,4656171640417605888,70.698299,-69.022912
1609148639,4662463561345216256,70.699448,-66.940785
497352663,4662422226591284480,70.709833,-67.512302
494407141,4655029110399635584,70.723885,-69.659462
497333869,4656367907541153280,70.737398,-67.680426
497137189,4656223523624077824,70.743846,-68.506779
1605003299,4654864011854656000,70.751044,-70.68377
494416378,4655030592164856576,70.775734,-69.562086
1605006107,4654872979749336064,70.777508,-70.494453
1609110484,4662432641885567232,70.786111,-67.226099
1605013871,4654874427155422336,70.794664,-70.413341
497352968,4662424563047100288,70.802838,-67.399645
497122731,4656201464671212800,70.802877,-68.784672
1605002346,4654860855064593664,70.803392,-70.727104
1605252322,4654993170114906880,70.805615,-69.942884
497357851,4662464008021729792,70.80866,-66.964761
1605005237,4654870574567160448,70.812389,-70.600442
497122795,4656201808265208064,70.814062,-68.758197
494421681,4656161817829426944,70.819014,-69.266049
494416350,4655031343785083392,70.820387,-69.547533
497307507,4656320555522079744,70.83465,-68.29517
494420708,4655410572214562688,70.843692,-69.339058
1605030280,4654971351683050368,70.863643,-70.208555
497309178,4656329523414632704,70.871413,-68.152677
494190618,4654991452123930624,70.873773,-70.052391
1605273629,4655408751174484864,70.881821,-69.383071
2712812127,4662431198774304256,70.883605,-67.291545
497358399,4662464321557413248,70.906401,-66.922081
1605028275,4654970664488162176,70.907789,-70.25381
497138066,4656308396473089280,70.927524,-68.357828
497118175,4656170918863006848,70.929605,-69.052103
497307454,4656326327958230656,70.94133,-68.272412
1605004182,4654867344749379200,70.954352,-70.637774
494417183,4655407823434567040,70.978375,-69.440832
497354063,4662433943249779968,70.989382,-67.157352
494419540,4655410469135362944,70.992265,-69.331224
497320136,4656356117855147008,71.003413,-67.928647
497351155,4662377631938754944,71.0074,-67.444079
497120339,4656195211194187776,71.014425,-68.950658
497352580,4662433707037470464,71.020738,-67.205951
494420274,4655416894411839744,71.042172,-69.269337
497333699,4662373955446934656,71.062841,-67.588997
497311720,4656353575232278784,71.073659,-68.001845
1605003973,4654867069873761408,71.077596,-70.611781
497310094,4656329111097949056,71.078597,-68.118138
1605004850,4654869891670118144,71.096357,-70.518031
497357295,4662460954303145472,71.103059,-66.983271
2708864115,4655409339580898176,71.11514,-69.392675
497357167,4662459575615150464,71.116885,-67.04102
494419134,4655409850659967744,71.123718,-69.338039
497307784,4656316501073336320,71.124462,-68.217379
497309676,4656317256987970432,71.125163,-68.153632
497322696,4656365498064813952,71.129424,-67.707466
497307844,4656316917688182528,71.139327,-68.190024
497128675,4656206378110674688,71.142211,-68.707444
497358338,4662469608659438592,71.171027,-66.804065
497357970,4662466383148436480,71.189597,-66.926539
497129692,4656300906050367488,71.195746,-68.620308
494410626,4655027014455642624,71.209254,-69.62698
494185450,4654967056715498112,71.210939,-70.289254
497310395,4656341480604089216,71.217274,-68.056853
497129732,4656301039196410880,71.221209,-68.601818
494410757,4655027529883634688,71.221601,-69.589747
497322241,4656363951876251392,71.223087,-67.78082
1605000560,4654868272473794432,71.238149,-70.609754
494397718,4655005917575026944,71.23847,-69.881367
497303710,4656315474579239936,71.241409,-68.278632
497302705,4656310178880634880,71.282245,-68.381486
494469131,4655443007813346944,71.301761,-69.059732
497322361,4656364574646611968,71.304565,-67.726345
494467634,4655418131360665856,71.309479,-69.203964
494400129,4655012896899952000,71.313755,-69.765534
497131518,4656300661239575296,71.335923,-68.581713
2708845116,4655013030074906368,71.343928,-69.740631
494483270,4655452869057795200,71.373596,-68.799236
497351600,4662385049348296064,71.376944,-67.324023
494484313,4655455205536161920,71.379679,-68.714019
497322748,4662369729199204352,71.379737,-67.678947
497319226,4656350242354188160,71.383285,-67.874414
494483326,4655454591343378816,71.387443,-68.771036
497354890,4662411265822539136,71.388948,-67.128962
1605000487,4654821611939434624,71.401039,-70.588592
