object_id,period,type,band,mean_mag,err_mag,chi_squared,[Fe/H],[Fe/H]_error,E(B-V),E(B-V)_error,Distance_modulus,Distance_modulus_error
464344959,0.513359,RRab,g,19.137762,7.257127,298.735934,-1.510419,0.522416,0.072837,0.028832,18.397773,0.829093
464370365,0.584914,RRab,g,19.520210,0.167129,0.220631,-1.816104,0.418449,0.100910,0.030349,18.704342,0.906050
464452605,0.626622,RRab,g,19.296399,0.026670,0.808485,-1.517274,0.479933,0.074355,0.021244,18.435312,0.825690
464454784,0.612592,RRab,g,19.379661,0.014674,14.368751,-1.126293,0.512522,0.082701,0.027314,18.319425,0.737051
464460378,0.340311,RRc,g,19.290417,0.044475,1.441429,-1.461482,0.344144,0.070561,0.029590,18.429401,0.812171
464461596,0.715997,RRab,g,19.025566,1.208804,8.098452,-2.122613,0.439843,0.057663,0.024279,18.348327,1.016032
464461656,0.351047,RRc,g,19.213688,0.015855,31.216581,-1.969198,0.343534,0.061456,0.024279,18.494614,0.952872
464468899,0.538214,RRab,g,19.338325,0.051373,12.362208,-1.606272,0.463479,0.084977,0.026555,18.466239,0.858823
464469303,0.524276,RRab,g,19.277846,0.011502,20.794906,-1.491992,0.530044,0.090288,0.037178,18.233606,0.831667
464470597,0.592127,RRab,g,19.274801,0.071030,0.191429,-1.743498,0.456967,0.088012,0.035660,18.539695,0.884815
464501920,0.633544,RRab,g,19.184014,0.015740,4.462830,-2.409089,0.391690,0.086494,0.024279,18.640086,1.100498
464504104,0.554040,RRab,g,19.768500,0.065375,0.260877,-1.208306,0.467985,0.078907,0.031108,18.489275,0.753986
464517046,0.543856,RRab,g,19.662791,0.139954,16.452776,-1.582773,0.417311,0.072078,0.023520,18.413046,0.843999
464521799,0.588301,RRab,g,19.233639,0.575144,0.966213,-1.854747,0.456262,0.075872,0.036419,18.474595,0.926925
464523050,0.392483,RRc,g,19.049604,0.011293,2.882192,-1.951360,0.367137,0.064491,0.019727,18.316473,0.954759
464523864,0.488974,RRab,g,19.591268,0.023337,201.283247,-1.614220,0.439309,0.074355,0.023520,18.510923,0.867247
464532276,0.658962,RRab,g,19.054027,0.968804,7.723313,-1.571340,0.464802,0.065250,0.033384,18.366789,0.861527
464550080,0.537477,RRab,g,18.465696,0.158189,0.175237,-1.789867,0.508803,0.066767,0.019727,18.802545,0.921383
464551308,0.620112,RRab,g,19.216622,0.013320,43.320019,-2.277998,0.513901,0.072837,0.034143,18.499340,1.051653
464555994,0.532588,RRab,g,19.309598,0.482856,4.417023,-1.774690,0.391653,0.075872,0.015933,18.528780,0.877490
464867772,0.602747,RRab,g,18.909921,0.038090,3.911770,-1.861610,0.440362,0.054628,0.022762,18.419145,0.926379
464973345,0.461207,RRab,g,19.926414,0.034537,0.156584,-1.150497,0.402212,0.065250,0.025797,18.508816,0.743075
464973763,0.632896,RRab,g,19.442877,0.013878,16.171061,-1.932587,0.465984,0.049317,0.034901,18.606828,0.961113
464973883,0.606125,RRab,g,19.274498,0.017694,10.580783,-1.791185,0.448006,0.055386,0.023520,18.597546,0.892180
464974674,0.720694,RRab,g,18.921879,0.006788,17.361009,-2.745303,0.410000,0.061456,0.034143,18.355070,1.213074
464977665,0.348010,RRc,g,19.211230,0.014330,8.866593,-1.739626,0.339667,0.054628,0.025797,18.500253,0.887126
464978546,0.572121,RRab,g,19.346268,0.012261,4.851569,-1.613907,0.442768,0.060698,0.022762,18.548768,0.878412
464979347,0.627951,RRab,g,19.460283,0.038670,0.371480,-1.468900,0.540115,0.058421,0.031108,18.588790,0.835019
464985966,0.512020,RRab,g,19.254552,2.146359,1.327092,-1.572103,0.450049,0.064491,0.034143,18.395645,0.824337
464986302,0.684157,RRab,g,18.940608,0.026656,1.003537,-1.790740,0.647372,0.056904,0.021244,18.355344,0.930677
464991724,0.622893,RRab,g,18.464523,0.221403,1.722551,-1.091232,0.497316,0.060698,0.030349,18.149139,0.725959
465016521,0.481187,RRab,g,18.839517,0.019991,0.793845,-1.368253,0.510895,0.050075,0.032625,18.515407,0.779401
465064314,0.534139,RRab,g,19.401988,0.018630,6.446713,-1.047857,0.554147,0.069044,0.022762,18.301697,0.727034
465067047,0.600066,RRab,g,19.265409,0.057564,13.307447,-1.624075,0.613338,0.069802,0.024279,18.451457,0.869315
465067578,0.582257,RRab,g,18.463741,4.114689,0.148792,-1.305518,0.514278,0.070561,0.030349,18.341547,0.781323
465069983,0.557778,RRab,g,19.377133,0.458087,3.013707,-1.513954,0.448838,0.066009,0.030349,18.518356,0.841974
465071080,0.750906,RRab,g,19.256345,0.057058,2.881401,-2.039047,0.471187,0.068285,0.027314,18.412753,0.982604
465102894,0.568635,RRab,g,19.398913,0.018190,0.873338,-1.794905,0.433840,0.053110,0.033384,18.421006,0.920463
465102921,0.556225,RRab,g,18.825907,0.117118,1.463067,-2.174053,0.399215,0.053110,0.033384,18.551434,1.018211
465110964,0.675300,RRab,g,19.111960,0.018875,2.745318,-1.700235,0.455482,0.067526,0.028073,18.353779,0.885840
465114477,0.491335,RRab,g,19.065587,0.210770,1.634840,-2.259130,0.466616,0.054628,0.030349,18.565514,1.058654
465115553,0.652823,RRab,g,19.155578,0.020128,4.208771,-1.564701,0.454045,0.056904,0.025797,18.449127,0.828492
465115961,0.570580,RRab,g,19.229999,0.065498,0.880076,-2.100865,0.727045,0.054628,0.030349,18.551050,1.038229
465132191,0.611400,RRab,g,19.081882,0.021112,6.353307,-1.882624,0.434146,0.072078,0.029590,18.446942,0.928894
465132677,0.382767,RRc,g,19.135200,0.101564,0.327961,-1.879156,0.356501,0.066767,0.033384,18.538181,0.919531
465132976,0.482288,RRab,g,19.232248,0.202569,0.333771,-1.440064,0.382454,0.066767,0.033384,18.557829,0.806671
465135550,0.234871,RRc,g,19.566686,0.034256,1.739941,-0.862106,0.316825,0.056145,0.035660,18.658354,0.650694
465138332,0.638576,RRab,g,19.365364,0.038388,1.493513,-1.290114,0.473161,0.050075,0.027314,18.414255,0.781484
465139771,0.535520,RRab,g,19.290297,0.167737,12.414693,-1.674115,0.379622,0.049317,0.028073,18.464094,0.854499
465145179,0.489092,RRab,g,19.124960,0.017744,35.738577,-1.079391,0.380994,0.049317,0.023520,18.453915,0.715883
465145940,0.362439,RRc,g,18.995355,0.057228,0.331962,-1.744588,0.349676,0.050075,0.027314,18.403986,0.880635
465148857,0.690394,RRab,g,19.070516,0.029354,0.152649,-1.704232,0.472974,0.051593,0.024279,18.390696,0.898653
465150276,0.308772,RRc,g,19.140860,0.066484,2.061225,-1.816015,0.343765,0.050075,0.031108,18.653735,0.898563
465151598,0.307909,RRc,g,19.343314,0.022861,2.252679,-1.345207,0.338784,0.047799,0.030349,18.447968,0.764491
465151957,0.594562,RRab,g,19.252614,0.009752,6.858661,-1.408752,0.411200,0.047799,0.030349,18.352836,0.790069
465154042,0.725352,RRab,g,19.142850,0.013599,4.140723,-2.154409,0.439728,0.049317,0.029590,18.363140,1.034848
465154187,0.754860,RRab,g,18.959681,0.642388,1.714028,-2.188974,0.447204,0.046282,0.025797,18.375611,1.035924
465158556,0.633680,RRab,g,18.303674,0.134251,0.948683,-1.501497,0.437879,0.051593,0.024279,18.454348,0.818257
491820258,0.348543,RRc,g,19.493537,0.021517,0.022512,-2.051731,0.388607,0.129742,0.028832,18.658980,0.982641
491821965,0.489018,RRab,g,19.732582,0.426368,0.004891,-1.771950,0.371010,0.144157,0.044765,18.720051,0.889244
491823133,0.599115,RRab,g,19.658346,0.176660,10.428402,-1.629562,0.455415,0.203338,0.043247,18.463495,0.854197
491824097,0.563384,RRab,g,19.644111,0.371412,0.413349,-2.091508,0.470442,0.148710,0.040212,18.670874,1.008356
491824421,0.588126,RRab,g,19.603993,0.020539,0.432952,-1.745752,0.459816,0.169195,0.043247,18.559068,0.902101
491830582,0.641621,RRab,g,19.177698,0.051678,0.507883,-2.107882,0.479230,0.090288,0.041730,18.468504,1.020826
491834681,0.534739,RRab,g,19.530880,0.136843,0.019125,-1.244895,0.501970,0.091047,0.036419,18.401550,0.772708
491836900,0.610880,RRab,g,19.503873,0.026542,0.008177,-1.622791,0.446969,0.092564,0.031866,18.529706,0.887991
491870891,0.611280,RRab,g,19.486496,0.045991,2.851724,-1.533433,0.430097,0.122154,0.031866,18.442635,0.846136
491872277,0.657734,RRab,g,19.619930,0.045213,4.264285,-2.121825,0.489749,0.103186,0.036419,18.659858,0.995440
491875336,0.516587,RRab,g,20.014576,0.314730,3.117072,-1.653519,0.514428,0.169195,0.049317,18.535694,0.877244
491877488,0.600512,RRab,g,19.840973,0.013446,1.111006,-1.736958,0.446814,0.125948,0.037178,18.793452,0.898340
491878267,0.662682,RRab,g,19.278340,0.011430,10.509434,-2.067476,0.471955,0.112291,0.036419,18.514089,0.986924
491880181,0.599813,RRab,g,19.728405,0.442364,0.000640,-1.545825,0.500748,0.131259,0.028832,18.596470,0.847393
491880368,0.501844,RRab,g,19.720359,0.020829,7.262637,-1.735365,0.415909,0.141122,0.019727,18.597755,0.883363
491883821,0.607721,RRab,g,19.064194,0.403078,1.231160,-1.884589,0.540099,0.121396,0.037178,18.590739,0.952586
491884849,0.365832,RRc,g,19.542521,0.026281,0.695261,-2.054074,0.339302,0.132776,0.031866,18.521650,0.964226
491889433,0.318854,RRc,g,19.838041,0.014249,10.884969,-1.980675,0.362659,0.166919,0.044006,18.697946,0.957442
491889469,0.642676,RRab,g,19.488722,0.038257,54.197423,-1.943150,0.425354,0.146434,0.027314,18.566824,0.952741
491889719,0.341749,RRc,g,19.605835,0.052399,1.625249,-1.758881,0.331801,0.135811,0.028832,18.636240,0.888265
491891202,0.521575,RRab,g,19.780613,0.249136,2.165854,-1.462985,0.436867,0.135053,0.040971,18.629219,0.830224
491891286,0.604267,RRab,g,19.716806,0.027100,9.292741,-1.419930,0.442962,0.145675,0.036419,18.440856,0.815662
491892836,0.484452,RRab,g,19.624434,0.091907,19.820680,-1.190996,0.572368,0.152503,0.048558,18.480023,0.760436
491893307,0.603030,RRab,g,19.599243,0.022154,2.988911,-1.833899,0.462225,0.119119,0.040971,18.664046,0.931785
491893356,0.674483,RRab,g,19.604588,0.059984,6.315181,-1.659905,0.480224,0.106980,0.025038,18.503041,0.873022
491896294,0.573397,RRab,g,19.653331,0.143365,1.603774,-2.016883,0.483167,0.112291,0.048558,18.643770,0.993923
491898092,0.496886,RRab,g,19.488272,0.119791,4.573632,-1.377705,0.574208,0.133535,0.031866,18.315776,0.803631
491898215,0.495640,RRab,g,19.507364,0.594259,5.138732,-1.225668,0.520657,0.119119,0.037936,18.439977,0.775358
491899233,0.533248,RRab,g,19.416720,0.043101,15.520855,-1.034602,0.418934,0.112291,0.037936,18.624734,0.710022
491899662,0.587592,RRab,g,19.528256,0.031888,1.221914,-1.844240,0.414878,0.109256,0.044006,18.588496,0.923506
491899792,0.533390,RRab,g,19.621079,0.012445,22.522249,-1.942081,0.534072,0.120637,0.025038,18.610601,0.975213
491900055,0.631825,RRab,g,19.476024,0.174496,3.690487,-1.438399,0.475653,0.122154,0.025038,18.442848,0.804154
491900089,0.509220,RRab,g,19.747932,0.125341,0.014835,-1.516623,0.378844,0.122154,0.025038,18.573890,0.813590
491900613,0.551125,RRab,g,19.642814,0.031576,4.133549,-1.551088,0.416015,0.126707,0.022762,18.576980,0.834342
491901395,0.563331,RRab,g,19.825646,0.043066,0.025698,-1.448574,0.417892,0.117602,0.041730,18.595487,0.816355
491903188,0.636022,RRab,g,19.285552,0.036493,0.163687,-2.140797,0.430017,0.112291,0.040212,18.713302,1.024188
491903864,0.675930,RRab,g,19.457228,0.105988,1.505267,-1.984612,0.446954,0.115326,0.041730,18.445960,0.969218
491905262,0.620327,RRab,g,19.436337,2.834847,3.909070,-1.902437,0.437607,0.105462,0.036419,18.594358,0.953082
491905897,0.600261,RRab,g,19.531893,0.018456,5.627705,-1.493526,0.448997,0.106221,0.032625,18.405141,0.849672
491907458,0.638380,RRab,g,19.691959,0.018969,0.898688,-1.471706,0.458494,0.100151,0.041730,18.561024,0.830751
491908126,0.484609,RRab,g,19.397023,0.357566,19.756372,-1.305882,0.560253,0.108497,0.047041,18.576717,0.796585
491910183,0.591147,RRab,g,19.677691,0.235473,1.851450,-1.753837,0.403932,0.114567,0.025038,18.546482,0.899791
491919497,0.581758,RRab,g,19.457599,0.014881,1.577718,-1.829604,0.449369,0.092564,0.041730,18.675156,0.934384
491953629,0.321298,RRc,g,19.795736,0.041328,2.713000,-2.280194,0.356748,0.106221,0.025797,18.693125,1.031702
491954023,0.561673,RRab,g,19.597170,0.197189,0.392696,-2.115261,0.560220,0.129742,0.038695,18.722865,1.004995
491955703,0.661043,RRab,g,19.446705,0.097360,0.089439,-2.241401,0.485751,0.100910,0.037178,18.580586,1.063857
491955860,0.516642,RRab,g,19.179282,0.073968,1.002692,-1.499985,0.486211,0.099393,0.031108,18.564267,0.824028
491958610,0.488827,RRab,g,19.548600,0.052885,2.215199,-1.610676,0.360975,0.112291,0.028832,18.653439,0.856467
491958624,0.720745,RRab,g,19.565955,0.315777,0.774793,-1.110300,0.669886,0.112291,0.028832,18.288729,0.750204
491958721,0.359980,RRc,g,19.228270,0.095713,0.315477,-2.037930,0.375869,0.106980,0.031108,18.598378,0.961177
491959726,0.555241,RRab,g,19.598317,0.104626,1.257842,-1.611458,0.442344,0.120637,0.044765,18.644175,0.847038
491961047,0.611684,RRab,g,19.317983,0.391931,3.452266,-1.380211,0.521894,0.068285,0.040971,18.438335,0.811201
491963270,0.677867,RRab,g,19.609392,0.010392,5.403877,-0.690672,0.659621,0.111532,0.040212,18.316960,0.671973
491963933,0.514769,RRab,g,19.452077,0.042928,0.019964,-1.015232,0.532566,0.121396,0.029590,18.492953,0.709528
491964148,0.627091,RRab,g,19.567453,0.023288,2.253506,-1.249501,0.473639,0.135053,0.040971,18.363267,0.774644
491969264,0.617924,RRab,g,19.227102,0.016494,13.902422,-1.798577,0.468082,0.146434,0.044765,18.312612,0.917127
491969749,0.550523,RRab,g,19.764956,0.028864,48.656296,-1.781456,0.483318,0.148710,0.040212,18.722028,0.913088
491971952,0.353499,RRc,g,19.848528,0.025488,2.418734,-1.597337,0.360964,0.174506,0.028832,18.555545,0.834867
491973541,0.608610,RRab,g,19.870127,0.069109,0.347204,-1.462465,0.442946,0.116843,0.031108,18.689792,0.811768
491974040,0.581269,RRab,g,19.633450,0.017257,0.217837,-1.609745,0.462644,0.144157,0.034143,18.625645,0.844178
491999419,0.599394,RRab,g,19.744702,0.144121,0.029858,-1.864154,0.437413,0.158573,0.038695,18.623581,0.919876
491999704,0.587846,RRab,g,19.853174,0.033744,3.047862,-1.903801,0.422162,0.179059,0.029590,18.452225,0.937936
491999991,0.687126,RRab,g,19.325653,0.016612,11.523747,-2.125301,0.521100,0.132776,0.036419,18.363452,1.002071
492002645,0.552976,RRab,g,19.187047,0.013994,4.130125,-2.189150,0.479754,0.089529,0.025038,18.893615,1.040297
492003984,0.527454,RRab,g,19.261246,0.045126,1.983274,-2.048422,0.440081,0.121396,0.032625,18.641472,0.986883
492004318,0.490969,RRab,g,19.680888,0.082408,1.164466,-1.259407,0.439329,0.180576,0.032625,18.508705,0.771189
492004718,0.718514,RRab,g,19.237417,0.336664,0.038091,-2.503950,0.455107,0.154021,0.036419,18.400368,1.142079
492005185,0.543834,RRab,g,19.720380,0.015370,5.780810,-1.508641,0.477739,0.154021,0.041730,18.458428,0.828703
492005504,0.309135,RRc,g,19.712787,0.027896,0.009592,-1.780721,0.354465,0.166160,0.035660,18.628285,0.904192
492005899,0.572671,RRab,g,19.033327,0.265608,0.023612,-1.885443,0.444901,0.144157,0.031866,18.527195,0.920279
492007765,0.576308,RRab,g,19.110037,0.033622,1.439613,-1.826713,0.446146,0.133535,0.028832,18.688828,0.917388
492009360,0.541507,RRab,g,19.473279,0.016389,6.224851,-1.490298,0.457177,0.138088,0.035660,18.601536,0.844536
492009949,0.506187,RRab,g,19.520260,0.038724,4.969978,-0.491195,0.527227,0.113050,0.037936,18.633620,0.631529
492012357,0.559573,RRab,g,19.217091,0.180957,0.200346,-1.385355,0.505405,0.106221,0.044006,18.521431,0.797559
492015910,0.724336,RRab,g,19.406989,0.020507,21.124880,-1.846640,0.493338,0.091047,0.025038,18.465379,0.921894
492018281,0.590549,RRab,g,20.111131,0.022746,3.496040,-1.734697,0.748887,0.127465,0.043247,19.131847,0.946235
492018519,0.543604,RRab,g,19.277044,0.036695,0.720241,-1.993579,0.415704,0.119878,0.038695,18.593448,0.955155
492019255,0.679918,RRab,g,19.279393,0.012504,25.564352,-2.534417,0.474994,0.108497,0.019727,18.590049,1.120299
492025358,0.363628,RRc,g,19.463005,0.018112,0.631212,-1.754303,0.351977,0.084218,0.038695,18.580446,0.895608
492025568,0.542800,RRab,g,18.756683,0.052013,0.548353,-1.580600,0.456398,0.089529,0.038695,18.585845,0.853743
492028147,0.539721,RRab,g,19.424743,0.147907,0.855511,-1.722551,0.505648,0.087253,0.035660,18.465855,0.903878
492030348,0.241467,RRc,g,20.136128,0.078073,2.364983,-0.856006,0.351153,0.059180,0.028832,18.744887,0.665460
492031447,0.624027,RRab,g,19.564663,0.034701,0.383950,-2.093390,0.457184,0.080424,0.037178,18.693505,0.995593
492033211,0.531636,RRab,g,19.668259,0.227293,5.831818,-1.696708,0.426307,0.111532,0.029590,18.658788,0.859259
492033576,0.561014,RRab,g,19.704805,0.015104,3.374223,-1.714017,0.418140,0.106221,0.037178,18.565829,0.885755
492034357,0.690424,RRab,g,18.987546,8.062153,0.190747,-2.195250,0.448031,0.100151,0.045524,18.478267,1.033616
492035295,0.587342,RRab,g,19.553914,0.030070,10.181023,-1.482369,0.412709,0.123672,0.037178,18.453942,0.811569
492035692,0.591398,RRab,g,19.221174,0.031208,3.036309,-1.070295,0.599557,0.091805,0.032625,18.414749,0.740744
492036320,0.566807,RRab,g,19.685243,0.024036,3.939423,-1.157651,0.449797,0.089529,0.039454,18.560954,0.742463
492037249,0.444168,RRab,g,19.648706,0.032110,0.305542,-1.289398,0.425913,0.085735,0.032625,18.696060,0.775052
492038195,0.639239,RRab,g,18.968967,1.835358,0.037803,-1.081287,0.483585,0.071320,0.026555,18.439986,0.719499
492038884,0.312300,RRc,g,19.169672,0.067849,0.320059,-1.535266,0.354491,0.072078,0.039454,18.633049,0.828421
492039306,0.570963,RRab,g,19.458303,0.034961,9.915463,-1.795068,0.491990,0.082701,0.037178,18.585493,0.938182
492040472,0.712043,RRab,g,19.284820,0.017895,0.011275,-2.183135,0.428277,0.083459,0.023520,18.486898,1.030330
492040565,0.618633,RRab,g,19.578105,0.100532,7.055392,-1.645827,0.510033,0.103945,0.020486,18.464720,0.877848
492041375,0.517747,RRab,g,19.542090,0.134115,24.320477,-1.576022,0.444074,0.073596,0.037178,18.623782,0.851263
492041896,0.634457,RRab,g,19.210442,0.043378,0.329253,-2.273062,0.444572,0.089529,0.031108,18.623378,1.068753
492050476,0.631606,RRab,g,19.567703,0.084701,0.767878,-1.095537,0.629434,0.094081,0.040212,18.446153,0.769461
492051181,0.619530,RRab,g,19.158762,0.251563,0.633379,-1.757471,0.401298,0.097875,0.039454,18.521050,0.895842
492051990,0.582082,RRab,g,19.578325,0.013195,0.433822,-1.872265,0.427792,0.103945,0.035660,18.642386,0.932841
492052964,0.589901,RRab,g,19.817492,0.060659,0.011377,-1.654843,0.433594,0.111532,0.028832,18.593230,0.877770
492053180,0.465932,RRab,g,19.121209,0.033989,0.606317,-1.308856,0.377154,0.113808,0.027314,18.534915,0.764967
492054567,0.598229,RRab,g,19.489846,0.044295,3.300422,-1.724615,0.564475,0.101669,0.036419,18.575511,0.924433
492054986,0.756055,RRab,g,19.209607,0.054928,1.529016,-1.326933,0.569526,0.100910,0.032625,18.249290,0.785636
492055368,0.542895,RRab,g,19.577447,0.017102,17.672334,-2.236895,0.829237,0.100910,0.032625,18.710307,1.103003
492055657,0.651009,RRab,g,19.244596,0.106606,3.746893,-1.831068,0.523763,0.100910,0.032625,18.416133,0.925493
492056336,0.514352,RRab,g,19.462323,0.072569,0.409226,-1.747604,0.928185,0.084977,0.031866,18.537751,0.967939
492057851,0.665782,RRab,g,19.002361,0.038879,7.371322,-2.106594,0.453552,0.088012,0.048558,18.422746,1.005567
492062142,0.673645,RRab,g,19.350911,0.027440,0.092563,-1.753826,0.476175,0.078907,0.040971,18.516010,0.898263
492063126,0.605291,RRab,g,19.611892,0.032554,0.015812,-1.878579,0.483126,0.081183,0.040212,18.823569,0.940511
492064069,0.568190,RRab,g,19.097650,0.018675,1.031085,-1.501195,0.529890,0.082701,0.035660,18.571624,0.843108
492065288,0.468576,RRab,g,19.677923,0.957653,3.107410,-1.211598,0.399093,0.085735,0.039454,18.648560,0.744782
492065469,0.619551,RRab,g,19.587083,0.021180,10.229388,-1.686713,0.475496,0.085735,0.039454,18.639590,0.869209
492066504,0.571752,RRab,g,19.497763,0.018374,0.240435,-1.865347,0.461192,0.095599,0.037178,18.553325,0.926639
492069267,0.565889,RRab,g,19.672981,0.206250,5.322613,-1.043676,0.533705,0.067526,0.035660,18.428390,0.716242
492072785,0.729377,RRab,g,18.735822,0.078612,0.035792,-2.114689,0.493645,0.084977,0.031108,18.444830,1.027957
492074827,0.624559,RRab,g,19.492078,0.037484,0.294575,-1.063953,0.492144,0.094840,0.034143,18.521707,0.703178
492077953,0.573557,RRab,g,18.942920,1.616534,0.507091,-2.310993,0.384458,0.075872,0.032625,18.620960,1.058219
492079578,0.601611,RRab,g,19.252209,0.036466,0.545586,-1.582009,0.466951,0.081183,0.046282,18.533923,0.829516
492079633,0.537096,RRab,g,19.145648,0.642508,3.689977,-0.411801,0.560389,0.081942,0.029590,18.459633,0.617780
492079832,0.644621,RRab,g,19.215620,0.767992,0.687193,-1.420750,0.503861,0.085735,0.043247,18.405080,0.816689
492080276,0.611148,RRab,g,19.442189,0.013420,2.048159,-1.405469,0.496256,0.081183,0.050835,18.579183,0.820249
492082205,0.538133,RRab,g,19.086788,0.063602,0.586560,-1.687960,0.399079,0.073596,0.044765,18.497370,0.880626
492093894,0.575445,RRab,g,19.318010,0.365897,0.017214,-1.412536,0.557809,0.084977,0.038695,18.399085,0.826767
492094119,0.619173,RRab,g,18.776486,0.095431,0.875570,-1.657750,0.425069,0.077389,0.026555,18.586807,0.876555
492095493,0.512243,RRab,g,19.073692,1.424329,10.493087,-0.915511,0.497121,0.090288,0.048558,18.342154,0.726903
492099788,0.558871,RRab,g,19.363710,0.017669,3.688267,-2.136897,0.480553,0.084218,0.037936,18.562847,1.004233
492102717,0.621168,RRab,g,19.321170,0.020054,71.189523,-1.982044,0.460786,0.084218,0.037936,18.389992,0.968340
492103273,0.524652,RRab,g,19.662868,2.719074,11.260779,-2.039294,0.813869,0.099393,0.027314,18.637965,1.050852
492104417,0.625021,RRab,g,19.520403,0.032283,10.147129,-1.628157,0.425387,0.110015,0.039454,18.474162,0.859616
492105779,0.644301,RRab,g,19.674428,4.809601,0.835037,-1.769136,0.515121,0.091805,0.029590,18.641930,0.900894
492107045,0.544236,RRab,g,19.319259,0.081927,0.518291,-1.787390,0.398460,0.120637,0.041730,18.618620,0.900161
492107261,0.555675,RRab,g,19.822404,1.307584,4.287408,-1.088494,0.443114,0.114567,0.029590,18.579427,0.712939
492107400,0.546578,RRab,g,19.505979,0.048398,5.181887,-1.329533,0.840102,0.112291,0.030349,18.536279,0.854663
492108609,0.568447,RRab,g,19.468642,0.200734,12.857838,-1.415992,0.448029,0.098634,0.041730,18.367274,0.817734
492109715,0.682078,RRab,g,19.556126,0.083157,4.187099,-1.540576,0.494555,0.113808,0.039454,18.641830,0.839339
492109838,0.554960,RRab,g,19.503208,0.015801,27.848036,-1.508287,0.537467,0.095599,0.037936,18.518339,0.847536
492110291,0.540507,RRab,g,19.231352,0.248941,0.260894,-1.748009,0.384992,0.114567,0.047800,18.599393,0.902656
492110348,0.610712,RRab,g,19.778798,0.015613,4.505018,-1.535775,0.469380,0.114567,0.047800,18.596806,0.832186
492111619,0.589196,RRab,g,19.639226,0.042252,1.423044,-1.974923,0.568650,0.125948,0.031108,18.747659,0.979949
492111924,0.596392,RRab,g,19.736612,0.025422,0.333520,-1.459031,0.470773,0.117602,0.028073,18.635807,0.812863
492112484,0.665155,RRab,g,19.474806,0.031772,0.078552,-2.565382,0.450086,0.113050,0.039454,18.585896,1.161353
492118720,0.496598,RRab,g,19.386924,0.136384,6.004937,-1.927428,0.417344,0.143399,0.034901,18.527541,0.953398
492121824,0.703470,RRab,g,19.408238,0.218965,5.804523,-1.665434,0.546244,0.134294,0.037178,18.408460,0.871467
492122676,0.589753,RRab,g,19.269557,0.269141,0.763354,-1.440079,0.434340,0.102427,0.035660,18.634613,0.825423
492123133,0.548885,RRab,g,20.015614,0.049199,17.737691,-1.541064,0.450206,0.117602,0.032625,18.725898,0.841539
492123341,0.528948,RRab,g,19.562820,0.019644,84.630658,-1.178186,0.596850,0.102427,0.035660,18.370004,0.778969
492123686,0.629764,RRab,g,19.667746,0.573605,6.619077,-1.804052,0.450731,0.095599,0.024279,18.684376,0.910714
492127979,0.719432,RRab,g,19.558294,0.023843,5.899056,-2.405202,0.492001,0.113050,0.035660,18.671436,1.085276
492130012,0.568827,RRab,g,19.305038,0.053448,0.622429,-2.215044,0.446668,0.135053,0.035660,18.519409,1.040835
492131454,0.623152,RRab,g,19.705458,0.019956,4.412351,-1.687985,0.499547,0.146434,0.032625,18.562848,0.880961
492133690,0.775997,RRab,g,19.738093,0.039120,0.002711,-2.358838,0.447937,0.150227,0.028832,18.355746,1.086102
492133980,0.713308,RRab,g,19.446090,0.393234,16.101367,-2.314357,0.487076,0.128983,0.041730,18.346948,1.065767
492150753,0.566411,RRab,g,19.532616,0.335601,0.032281,-1.773861,0.380314,0.098634,0.036419,18.689627,0.903588
492165836,0.667932,RRab,g,19.473745,0.017001,7.232112,-2.034503,0.442004,0.105462,0.033384,18.421398,0.975705
492167406,0.553107,RRab,g,18.600686,3.671802,1.443075,-1.568298,0.403142,0.094840,0.036419,18.675981,0.832531
492170897,0.588702,RRab,g,19.335036,0.053600,0.702257,-1.552639,0.485111,0.100910,0.024279,18.661085,0.852237
492171611,0.666837,RRab,g,19.426420,0.188858,0.019522,-1.586844,0.443055,0.089529,0.033384,18.600930,0.861068
492173071,0.594448,RRab,g,19.480770,0.145417,1.297846,-1.507848,0.451376,0.086494,0.028073,18.514654,0.831496
492173864,0.310719,RRc,g,19.342080,0.202780,4.140835,-1.492431,0.345502,0.097875,0.027314,18.666079,0.818948
492176186,0.503407,RRab,g,19.462219,0.126133,5.361131,-1.571275,0.392901,0.086494,0.035660,18.503343,0.839315
492176237,0.548568,RRab,g,19.383574,1.597382,0.008506,-1.547328,0.407757,0.081942,0.029590,18.611467,0.832769
492176918,0.539013,RRab,g,19.161652,0.232586,12.032731,-1.569180,0.446156,0.104704,0.024279,18.585801,0.846058
492177584,0.571838,RRab,g,19.382520,0.016404,43.351225,-1.432295,0.429373,0.091047,0.034901,18.525000,0.800114
492178265,0.504878,RRab,g,19.736083,0.013508,0.764065,-1.720764,0.505232,0.084977,0.037178,18.661279,0.903186
492179989,0.611097,RRab,g,19.045371,0.125402,0.392882,-1.402851,0.535884,0.076631,0.037936,18.526824,0.832896
492181180,0.570568,RRab,g,19.633187,0.020025,1.718484,-1.918617,0.430126,0.076631,0.037936,18.608650,0.948201
492181828,0.619246,RRab,g,19.054829,0.033349,0.141894,-1.880083,1.111151,0.076631,0.037936,18.481069,1.064452
492182434,0.571132,RRab,g,18.925130,2.063979,1.309284,-1.405235,0.570691,0.076631,0.037936,18.418580,0.825831
492184829,0.335716,RRc,g,19.188727,0.041351,0.141567,-1.943245,0.339790,0.079666,0.022762,18.457087,0.941172
