object_id,period,type,band,mean_mag,err_mag,chi_squared,[Fe/H],[Fe/H]_error,E(B-V),E(B-V)_error,Distance_modulus,Distance_modulus_error
494597237,0.648353,RRab,g,19.099896,0.020368,0.116168,-1.588718,0.446956,0.080424,0.062974,18.535042,0.861093
494610270,0.597821,RRab,g,18.937537,0.112543,0.332825,-1.300815,0.540565,0.049317,0.027314,18.471135,0.797456
494646353,0.564064,RRab,g,19.098130,0.025213,0.702824,-1.711529,0.372036,0.047799,0.035660,18.591656,0.873060
494656804,0.622463,RRab,g,19.123209,0.128312,0.113506,-2.005573,0.396827,0.046282,0.030349,18.273656,0.966510
494657666,0.371823,RRc,g,19.095702,0.034183,0.653407,-1.936672,0.346219,0.051593,0.034143,18.549807,0.941058
494658023,0.652816,RRab,g,19.229557,0.095129,0.480370,-2.050016,0.398185,0.046282,0.037178,18.493292,0.977658
494659257,0.598861,RRab,g,19.080159,0.105149,3.863396,-1.817196,0.393880,0.055386,0.021244,18.394214,0.910283
494660177,0.512287,RRab,g,19.874497,1.867362,3.329191,-1.882678,0.364693,0.046282,0.037178,18.628875,0.936940
494661123,0.660844,RRab,g,19.003438,0.104664,0.161206,-2.033088,0.404397,0.037936,0.030349,18.535244,0.975269
494661889,0.692793,RRab,g,19.035476,0.150198,1.334155,-2.021314,0.436544,0.022761,0.037178,18.383210,0.978757
494663761,0.596559,RRab,g,19.332875,0.168882,0.000010,-1.888075,0.386049,0.047799,0.031866,18.568434,0.930937
494665697,0.627093,RRab,g,18.628650,0.098003,3.128421,-2.518085,0.557274,0.053869,0.025038,18.648711,1.152131
494697425,0.548537,RRab,g,19.283253,0.023804,0.786640,-1.399434,0.434080,0.080424,0.044765,18.355496,0.791472
494719338,0.573835,RRab,g,19.594877,0.146014,0.571392,-1.738120,0.390774,0.059939,0.037178,18.664784,0.884417
494737926,0.357890,RRc,g,19.053638,0.010269,22.371653,-1.674612,0.356649,0.053110,0.028073,18.391728,0.859707
494739474,0.610956,RRab,g,19.564425,0.026916,2.305491,-1.515203,0.408480,0.062215,0.050835,18.443443,0.837067
494758499,0.626731,RRab,g,19.228518,1.065737,3.817483,-1.602674,0.493729,0.165402,0.053111,18.081967,0.861721
494955291,0.595001,RRab,g,19.181636,0.241947,6.206295,-1.641835,0.416897,0.056145,0.053111,18.521398,0.861528
494961952,0.670866,RRab,g,18.986763,0.393678,8.507912,-1.914721,0.412815,0.081942,0.049317,18.321709,0.942858
494970966,0.336207,RRc,g,19.339193,0.027531,2.890739,-1.987159,0.338201,0.081942,0.036419,18.709565,0.943799
494998058,0.703969,RRab,g,19.187185,0.064535,6.956725,-1.884004,0.424482,0.076631,0.037936,18.378746,0.933579
494999610,0.588153,RRab,g,18.873489,0.024770,0.354451,-1.989356,0.475799,0.066009,0.037178,18.524777,0.978097
495006016,0.487947,RRab,g,19.078332,0.697479,0.034578,-1.241301,0.435944,0.060698,0.047800,18.428166,0.752090
495006853,0.490203,RRab,g,19.101556,0.949067,5.054876,-1.476141,0.362338,0.067526,0.040971,18.725127,0.809217
495007446,0.502510,RRab,g,19.021404,0.026423,8.294601,-1.816610,0.456156,0.063732,0.037178,18.436147,0.918250
495011676,0.530913,RRab,g,19.042575,0.067657,0.108315,-1.724395,0.381809,0.056904,0.044765,18.536323,0.885501
495016762,0.596122,RRab,g,19.708036,0.043617,3.062070,-1.792280,0.407858,0.075113,0.061457,18.977092,0.910635
495018130,0.522122,RRab,g,19.238087,0.028742,2.757576,-1.625339,0.372558,0.053110,0.025797,18.421408,0.852308
495020605,0.547717,RRab,g,19.334480,0.018177,1.637899,-1.761762,0.377712,0.058421,0.022762,18.562940,0.879855
495022792,0.519799,RRab,g,19.106385,0.045000,10.822534,-1.675091,0.400294,0.075113,0.041730,18.380027,0.876444
495024302,0.568726,RRab,g,19.277614,0.018491,3.681271,-1.814787,0.391242,0.062974,0.037178,18.462607,0.907001
495025258,0.307009,RRc,g,19.238741,0.021881,2.939461,-1.225899,0.351303,0.057663,0.035660,18.482144,0.754007
495025283,0.579924,RRab,g,19.260476,0.119595,6.143042,-1.742826,0.393162,0.057663,0.035660,18.450727,0.895409
495050017,0.594935,RRab,g,18.999536,0.040460,1.084401,-1.987811,0.560698,0.050075,0.036419,18.556744,0.988978
495053090,0.652332,RRab,g,18.836091,0.040697,0.157046,-2.065757,0.465971,0.069802,0.035660,18.283148,0.986464
495056004,0.522555,RRab,g,18.853289,0.103847,0.010492,-1.584833,0.419663,0.050834,0.039454,18.569083,0.863910
495071889,0.562857,RRab,g,19.260803,0.027783,0.014893,-2.041719,0.422045,0.099393,0.098634,18.421163,0.993738
495072418,0.604046,RRab,g,19.121697,0.525986,1.710530,-1.995252,0.466221,0.101669,0.059181,18.698841,1.001005
495102381,0.322179,RRc,g,19.140796,0.063262,0.034196,-1.370462,0.340561,0.056904,0.035660,18.516118,0.785968
495103921,0.712977,RRab,g,19.154230,6.245820,0.016155,-1.866561,0.434145,0.050834,0.030349,18.500936,0.930615
495113534,0.596209,RRab,g,19.199562,0.030142,0.280126,-1.565169,0.407992,0.044764,0.032625,18.515056,0.857892
495121470,0.522558,RRab,g,19.027852,0.460284,0.029231,-1.405661,0.388106,0.047799,0.031866,18.483867,0.791494
495140755,0.482379,RRab,g,19.235362,0.008557,10.352104,-1.298891,0.436165,0.039453,0.031866,18.305357,0.770112
495143552,0.671779,RRab,g,18.527921,0.481262,0.401856,-1.650427,0.436425,0.053110,0.037936,18.379440,0.873470
495145590,0.351671,RRc,g,19.418036,0.112837,5.254408,-1.655806,0.336427,0.034142,0.028832,18.481122,0.842708
495146793,0.532594,RRab,g,19.635440,0.060514,6.426159,-0.387674,0.520598,0.044006,0.037936,18.526795,0.601230
495150590,0.644769,RRab,g,19.134828,0.791578,1.462339,-2.317430,0.545500,0.037177,0.031866,18.504169,1.068400
495152156,0.640432,RRab,g,19.301909,0.027025,0.000714,-1.207958,0.470440,0.037177,0.036419,18.269762,0.753475
495153038,0.562785,RRab,g,19.354500,0.030160,0.000298,-1.671696,0.414886,0.034142,0.036419,18.501695,0.859138
495189179,0.330638,RRc,g,18.592076,0.188277,0.162733,-1.342616,0.342269,0.047799,0.024279,18.504475,0.769812
495189633,0.544649,RRab,g,19.080160,0.171147,0.672463,-1.538478,0.377139,0.058421,0.030349,18.540212,0.824571
495195403,0.549393,RRab,g,19.393076,0.031732,0.092320,-1.828648,0.410166,0.050834,0.041730,18.535611,0.928634
495201385,0.561340,RRab,g,17.663834,0.110756,0.309277,-1.578854,0.445267,0.068285,0.038695,18.378854,0.842622
495203872,0.582837,RRab,g,19.246009,0.026402,7.374710,-1.976131,0.379090,0.115326,0.103945,18.295798,0.980277
495204425,0.553489,RRab,g,19.283750,0.030517,1.155207,-1.445453,0.387721,0.079666,0.056904,18.528917,0.815222
495204950,0.620648,RRab,g,19.304118,0.026839,0.883529,-1.395262,0.418494,0.081942,0.075873,18.347125,0.822581
495209375,0.547405,RRab,g,18.517727,3.701088,0.060133,-1.770321,0.464604,0.068285,0.031866,18.438271,0.902162
495241400,0.678985,RRab,g,19.519741,0.017883,55.545444,-2.377928,0.452655,0.078907,0.034901,18.119489,1.083158
495384990,0.508206,RRab,g,19.151052,0.037268,2.565752,-1.765995,0.371421,0.067526,0.035660,18.451109,0.886628
495386364,0.555094,RRab,g,18.860680,0.056515,1.650176,-1.688472,0.371962,0.081942,0.042489,18.297423,0.872176
495386846,0.687299,RRab,g,19.232113,0.229025,0.141212,-1.826342,0.427927,0.056145,0.047041,18.436363,0.916463
495388442,0.582115,RRab,g,18.831252,0.011151,108.217352,-2.501613,0.408757,0.078907,0.043247,18.355453,1.116389
495388544,0.520205,RRab,g,19.293270,0.039408,0.492508,-1.714179,0.376577,0.069802,0.027314,18.515148,0.860726
495391859,0.516529,RRab,g,19.389100,0.074441,0.038521,-1.699629,0.395201,0.065250,0.034143,18.478288,0.860098
495393307,0.576778,RRab,g,19.473881,0.025853,0.201260,-1.771429,0.395100,0.069802,0.026555,18.468554,0.900698
495394130,0.616327,RRab,g,19.181693,2.935216,6.771364,-1.922360,0.390442,0.057663,0.030349,18.409691,0.934550
495398811,0.281955,RRc,g,19.151176,0.068096,0.261812,-1.451122,0.320656,0.078148,0.037936,18.718122,0.801536
495436937,0.529307,RRab,g,19.687591,0.339538,12.013357,-1.482779,0.435918,0.042488,0.024279,18.580806,0.826141
495438802,0.515875,RRab,g,18.703830,0.162381,3.954776,-1.835349,0.440352,0.060698,0.036419,18.403669,0.919554
495464873,0.534008,RRab,g,19.040726,0.485003,0.060798,-1.564724,0.366374,0.056904,0.043247,18.440412,0.812238
495470730,0.310219,RRc,g,19.306201,0.019086,1.043456,-1.529671,0.321072,0.062215,0.043247,18.443469,0.823837
495470914,0.583034,RRab,g,19.161328,0.056662,0.996278,-1.944116,0.387596,0.068285,0.024279,18.507692,0.953247
495472710,0.587859,RRab,g,19.269123,0.054797,0.245203,-1.748721,0.396689,0.051593,0.042489,18.437315,0.906988
495474895,0.484967,RRab,g,19.485487,0.333915,0.056499,-1.475709,0.370676,0.069802,0.044765,18.507573,0.804106
495476096,0.529399,RRab,g,19.618865,0.035634,11.468790,-1.493260,0.379211,0.066767,0.035660,18.670527,0.813901
495480345,0.579951,RRab,g,19.494469,0.932787,6.739698,-1.680981,0.397448,0.056145,0.042489,18.581387,0.857831
495482605,0.465722,RRab,g,18.999748,0.255732,0.181273,-1.435846,0.420419,0.063732,0.034901,18.495242,0.808568
495484383,0.693141,RRab,g,19.311244,0.404918,7.743788,-1.989785,0.422192,0.059939,0.027314,18.497356,0.960950
495484854,0.531743,RRab,g,17.916468,0.152699,1.615499,-1.241798,0.423819,0.055386,0.031866,18.583677,0.760428
495492944,0.573817,RRab,g,18.834217,0.031438,1.642527,-1.289019,0.485201,0.062974,0.031866,18.327372,0.770877
495496445,0.413641,RRab,g,18.871004,1.467413,23.736132,-0.919757,0.837375,0.062974,0.031866,18.708303,0.774800
495506726,0.608559,RRab,g,19.312405,0.019825,4.334646,-1.592113,0.425075,0.056904,0.027314,18.400860,0.860510
496021965,0.510534,RRab,g,18.969985,0.034734,0.578360,-1.546192,0.386931,0.088770,0.063733,18.422206,0.837846
496023938,0.316738,RRc,g,18.644399,0.017706,47.934059,-1.710020,0.336864,0.082701,0.028073,18.355230,0.873737
496027251,0.738918,RRab,g,19.449541,0.016718,34.280398,-1.786781,0.462536,0.083459,0.041730,18.409240,0.883234
496031636,0.605118,RRab,g,19.414731,0.020154,2.441570,-1.520388,0.428487,0.088770,0.044765,18.526783,0.821631
496040609,0.552906,RRab,g,18.581715,0.077026,0.000962,-1.861926,0.402116,0.091805,0.040212,18.439129,0.930389
496051127,0.511635,RRab,g,18.331650,0.086772,0.044879,-1.647644,0.410231,0.078907,0.054628,18.249947,0.879527
496080284,0.588053,RRab,g,18.887361,0.029283,1.591554,-1.415384,0.416898,0.083459,0.031108,18.451083,0.802276
496080673,0.548198,RRab,g,19.434154,0.024628,0.307781,-1.507525,0.474419,0.095599,0.041730,18.452412,0.837593
496085497,0.588101,RRab,g,18.785402,0.111706,0.000285,-2.284406,0.372714,0.087253,0.035660,18.340729,1.049041
496088896,0.667562,RRab,g,18.982179,0.024281,8.286770,-2.293172,0.399746,0.069044,0.039454,18.429674,1.032479
496143277,0.671171,RRab,g,18.178918,1.513230,0.004186,-1.942829,0.415981,0.065250,0.040971,18.450504,0.963959
496303792,0.536491,RRab,g,18.895926,0.134488,3.650056,-1.960695,0.458464,0.069802,0.024279,18.428169,0.959496
496303966,0.752370,RRab,g,19.031187,0.060088,3.912196,-1.967574,0.468284,0.078907,0.040212,18.409476,0.961203
496578520,0.535335,RRab,g,19.261112,0.019498,5.520431,-1.841140,0.389233,0.078907,0.070561,18.317560,0.930494
496585690,0.597180,RRab,g,19.011861,0.060280,6.825492,-2.048229,0.393218,0.040212,0.042489,18.524140,0.985467
496592663,0.633370,RRab,g,18.995824,2.080058,0.311180,-1.681171,0.424190,0.068285,0.040971,18.419338,0.865444
496597503,0.632696,RRab,g,19.058470,0.029479,2.504734,-2.255885,0.397762,0.087253,0.034143,18.476788,1.042035
496597660,0.327116,RRc,g,19.063245,0.052479,0.045752,-1.789204,0.334736,0.058421,0.042489,18.391825,0.900381
496607972,0.672946,RRab,g,18.587389,0.047960,0.913506,-2.162659,0.415614,0.072837,0.038695,18.432746,1.030369
496610099,0.681449,RRab,g,19.110909,0.114774,19.132182,-2.007226,0.424638,0.070561,0.032625,18.491777,0.969638
496651180,0.536743,RRab,g,18.618666,0.163234,0.142711,-1.913824,0.591612,0.069044,0.038695,18.554458,0.951664
496669326,0.689887,RRab,g,18.480024,0.299874,0.429375,-1.825338,0.446898,0.045523,0.030349,18.527368,0.926900
496673801,0.725836,RRab,g,18.974488,0.047242,8.021180,-2.082069,0.434297,0.055386,0.037936,18.282760,1.019185
496690552,0.565912,RRab,g,18.755784,0.036628,0.569969,-1.682373,0.378190,0.053110,0.045524,18.462031,0.875723
496693458,0.566441,RRab,g,19.427977,0.014841,4.702229,-1.422906,0.407659,0.047040,0.040971,18.473791,0.799726
496695926,0.630622,RRab,g,19.307608,0.013959,46.078607,-1.880052,0.450901,0.058421,0.044765,18.467941,0.923313
496696152,0.625427,RRab,g,19.374763,0.023977,8.092019,-1.426055,0.425886,0.052352,0.043247,18.445642,0.803084
496696229,0.559925,RRab,g,19.208355,0.023327,25.924729,-1.784771,0.453975,0.053110,0.044765,18.706931,0.906962
496697779,0.570220,RRab,g,19.115852,0.017879,9.529501,-1.744191,0.389033,0.034901,0.040212,18.631005,0.880528
496780014,0.633017,RRab,g,19.414193,0.067410,0.035978,-1.297186,0.444785,0.046282,0.039454,18.618908,0.783473
496783223,0.366970,RRc,g,18.493138,0.012072,24.207748,-1.904067,0.350268,0.048558,0.040212,18.455409,0.927090
496783421,0.623660,RRab,g,19.234558,0.054143,0.317767,-1.575994,0.437377,0.048558,0.040212,18.388232,0.863149
496784923,0.518958,RRab,g,19.229797,0.043611,3.462376,-1.751835,0.376015,0.053110,0.047041,18.674071,0.897017
496786635,0.275572,RRc,g,18.996788,0.395083,8.607504,-0.939677,0.350608,0.030349,0.043247,18.642453,0.677526
496787505,0.349152,RRc,g,19.074669,0.216583,2.128036,-1.749066,0.343624,0.044764,0.046282,18.526005,0.901523
496789803,0.522014,RRab,g,19.519304,0.017170,7.369699,-1.440384,0.370547,0.040212,0.047041,18.564444,0.815617
496789965,0.318712,RRc,g,19.165034,0.011043,84.671541,-1.813725,0.334942,0.041729,0.042489,18.541201,0.901513
496790751,0.478757,RRab,g,19.344931,0.223417,73.301619,-1.115589,0.395881,0.037936,0.040212,18.738689,0.714152
496790861,0.699123,RRab,g,19.439968,0.052826,13.252752,-1.929780,0.431126,0.037936,0.040971,18.588388,0.932777
496791223,0.355724,RRc,g,19.140275,0.027504,13.988184,-2.013876,0.339246,0.050834,0.047041,18.436146,0.977781
496791509,0.620580,RRab,g,19.315285,0.975375,0.098329,-1.866467,0.407512,0.044006,0.044006,18.492392,0.918746
496792254,0.501226,RRab,g,19.456413,0.024702,1.806606,-1.243821,0.421413,0.036418,0.044765,18.443700,0.758234
496802562,0.581015,RRab,g,18.091382,0.275961,0.595920,-1.665431,0.409948,0.038694,0.053870,18.650634,0.875470
496803835,0.681990,RRab,g,19.204093,0.009247,9.127226,-1.926192,0.437464,0.050075,0.047800,18.518143,0.957421
496804623,0.583485,RRab,g,19.828367,0.015864,4.714692,-1.760670,0.383873,0.040971,0.058422,18.930358,0.887855
496806148,0.478893,RRab,g,19.232200,0.009519,31.055508,-1.686509,0.364820,0.044006,0.047041,18.472171,0.885320
496807282,0.553953,RRab,g,19.357290,0.014730,3.576314,-1.571538,0.390044,0.039453,0.048558,18.464059,0.840483
496807763,0.553676,RRab,g,19.706348,0.018938,18.875274,-1.643846,0.460064,0.055386,0.062215,18.753387,0.880873
496811885,0.354027,RRc,g,18.957720,0.007506,67.942373,-1.764533,0.345267,0.061456,0.058422,18.222117,0.889284
496812067,0.590244,RRab,g,18.429762,0.108827,0.255396,-1.673228,0.405294,0.066009,0.067527,18.362573,0.873362
496814232,0.552756,RRab,g,19.370826,0.011833,50.388718,-1.730294,0.401803,0.051593,0.034143,18.624207,0.881161
496816358,0.526580,RRab,g,19.436949,0.169468,4.334251,-1.573487,0.386040,0.059180,0.043247,18.540268,0.831239
496817757,0.581077,RRab,g,18.387257,0.068824,13.287458,-1.719045,0.415938,0.037936,0.048558,18.518371,0.896099
496817932,0.637583,RRab,g,19.230877,0.056215,4.725820,-1.347953,0.465954,0.040212,0.045524,18.430952,0.783165
496821137,0.502281,RRab,g,19.054242,0.092272,3.303674,-1.463652,0.446945,0.037177,0.043247,18.377908,0.813802
496821484,0.493715,RRab,g,19.366994,0.035210,4.910233,-1.346713,0.404509,0.036418,0.044765,18.459453,0.791158
496821664,0.563856,RRab,g,19.016139,0.036436,524.339235,-1.940998,0.414281,0.037936,0.043247,18.504666,0.963647
496822013,0.646284,RRab,g,19.499013,0.037888,0.479829,-1.571986,0.429618,0.034901,0.050076,18.508554,0.852971
496822537,0.506597,RRab,g,19.628404,0.020456,15.811914,-1.571677,0.384738,0.034901,0.050076,18.747250,0.857366
496834937,0.535134,RRab,g,19.140613,0.018071,24.088864,-1.651734,0.398964,0.044006,0.046282,18.464425,0.864209
496863438,0.648129,RRab,g,19.207355,0.041908,4.712345,-1.882653,0.425170,0.049317,0.053870,18.717876,0.946724
496863758,0.625235,RRab,g,19.336787,4.332537,0.171028,-1.345052,0.439916,0.049317,0.052352,18.459167,0.802499
496865865,0.628248,RRab,g,19.635376,0.986351,3.285319,-1.724216,0.408039,0.054628,0.051593,18.731835,0.889642
496870835,0.512220,RRab,g,19.070190,0.036326,11.885369,-1.810124,0.425459,0.040212,0.047800,18.588675,0.913324
496872504,0.581606,RRab,g,19.346072,0.024425,46.805709,-1.574797,0.408532,0.046282,0.025038,18.473714,0.835091
496872881,0.641411,RRab,g,18.410048,0.079265,0.589196,-1.072485,0.490610,0.065250,0.050835,18.364200,0.726525
496872946,0.519078,RRab,g,19.771744,0.023361,1.514724,-1.690070,0.386305,0.065250,0.050835,18.771719,0.876501
496874447,0.590416,RRab,g,19.272248,0.090226,4.339059,-1.628760,0.406825,0.040212,0.040971,18.518515,0.859636
497102475,0.515539,RRab,g,19.565618,0.135158,0.306098,-1.284181,0.548586,0.104704,0.034143,18.723068,0.793841
497108420,0.612095,RRab,g,19.360548,0.053945,0.004199,-1.813476,0.517284,0.121396,0.037178,18.624263,0.933497
497110244,0.475654,RRab,g,19.496686,0.016481,6.921478,-1.116981,0.515328,0.115326,0.034901,18.470111,0.760362
497113228,0.708110,RRab,g,19.420552,0.045442,7.625509,-1.732657,0.498981,0.097116,0.042489,18.588238,0.921321
497113606,0.596611,RRab,g,19.447426,0.013562,9.646683,-2.164309,0.492568,0.110015,0.039454,18.620228,1.028207
497123189,0.741191,RRab,g,19.670865,0.018289,5.347911,-1.748533,0.531969,0.103945,0.034143,18.566848,0.888798
497123541,0.548768,RRab,g,19.724582,0.149835,0.820150,-1.589232,0.514923,0.099393,0.037936,18.712484,0.855242
497134759,0.571167,RRab,g,19.415509,0.813393,0.253196,-1.040473,0.614116,0.088770,0.041730,18.415358,0.725694
497136199,0.580118,RRab,g,19.698258,0.117706,0.034615,-1.726448,0.497335,0.070561,0.028832,18.770695,0.882154
497136322,0.597714,RRab,g,19.263879,0.032939,1.824153,-2.650436,0.893455,0.084218,0.034901,18.831300,1.236795
497136615,0.605870,RRab,g,19.329800,0.057438,3.740171,-1.487937,0.515763,0.075113,0.031108,18.581248,0.850112
497141139,0.502437,RRab,g,19.453625,0.038920,0.745790,-1.042945,0.646042,0.066009,0.047800,18.428506,0.757767
497144415,0.599077,RRab,g,19.496604,0.853877,1.023020,-0.884650,0.601055,0.071320,0.028832,18.280488,0.706643
497145056,0.713020,RRab,g,19.368128,0.041010,0.343762,-2.472630,0.422328,0.047040,0.046282,18.521246,1.116310
497146356,0.483795,RRab,g,19.423844,0.030924,0.275246,-0.999254,0.484132,0.047799,0.039454,18.486574,0.699018
497316916,0.709410,RRab,g,19.360979,0.018108,5.171265,-1.757383,0.502082,0.068285,0.043247,18.410695,0.903283
497332061,0.550577,RRab,g,19.172281,0.190885,0.003232,-1.601898,0.412612,0.045523,0.037178,18.770894,0.849965
497335536,0.553405,RRab,g,19.583660,0.019446,1.136514,-1.785630,0.435295,0.049317,0.038695,18.668145,0.901274
497336187,0.506592,RRab,g,19.460001,0.019765,28.944286,-1.791595,0.440199,0.050834,0.037936,18.699201,0.902252
497336374,0.760777,RRab,g,18.982875,0.116093,0.004252,-2.058863,0.485511,0.049317,0.030349,18.321866,0.981306
497360762,0.599215,RRab,g,19.305076,0.020099,2.389602,-1.590857,0.435888,0.056145,0.027314,18.576208,0.840878
497363075,0.576575,RRab,g,19.463171,0.066131,9.461161,-0.727075,0.523766,0.050075,0.040212,18.425696,0.640545
497370383,0.570583,RRab,g,19.219050,2.384346,2.848478,-1.702888,0.394194,0.050075,0.019727,18.547209,0.895041
1563521394,0.555008,RRab,g,19.164651,0.058732,5.518428,-1.393177,0.559300,0.070561,0.039454,18.334647,0.814033
1563532758,0.617105,RRab,g,19.312988,0.023891,5.189893,-1.814984,0.439092,0.069802,0.040212,18.556052,0.915267
1563533239,0.552590,RRab,g,19.502301,0.046390,0.954461,-1.413489,0.489863,0.083459,0.037178,18.546088,0.818489
1563534138,0.513059,RRab,g,19.531141,77.059195,1.456392,-1.542325,0.408771,0.094081,0.025797,18.592468,0.832913
1563535708,0.517585,RRab,g,19.297714,0.054832,0.022212,-1.914085,0.589952,0.082701,0.031866,18.558960,0.967977
1563539614,0.536975,RRab,g,19.487348,6.034915,0.275149,-1.339626,0.431963,0.082701,0.038695,18.465969,0.762678
1563540729,0.600253,RRab,g,19.614451,0.020683,0.139072,-1.661212,0.471582,0.088012,0.031866,18.531874,0.877209
1563543085,0.677631,RRab,g,19.483311,0.011493,4.619586,-1.241080,0.486191,0.069044,0.034143,18.400470,0.753141
1563546386,0.512079,RRab,g,19.682884,0.020203,1.600476,-1.423745,0.493847,0.083459,0.035660,18.546404,0.804512
1563549010,0.540443,RRab,g,19.058926,0.252458,0.730209,-1.203277,0.483764,0.078907,0.028832,18.510551,0.766454
1563555289,0.582999,RRab,g,19.488141,0.019719,0.297622,-1.566229,0.576759,0.075113,0.032625,18.402410,0.889679
1563558836,0.697834,RRab,g,19.533669,0.019928,2.007666,-2.206932,0.456839,0.089529,0.043247,18.706561,1.029801
1563564085,0.541810,RRab,g,19.543084,0.020237,9.886454,-1.518254,0.432865,0.098634,0.028832,18.538561,0.839819
1563566963,0.486485,RRab,g,19.315429,0.252960,0.150543,-1.440024,0.545022,0.063732,0.036419,18.523961,0.836359
1563574058,0.583230,RRab,g,19.455037,0.089256,0.253574,-1.857184,0.433864,0.111532,0.036419,18.494616,0.920378
1563576627,0.575370,RRab,g,19.463251,0.112986,1.637612,-1.652571,0.432698,0.092564,0.031108,18.346054,0.871725
1563577508,0.623944,RRab,g,19.602337,0.017518,0.427366,-1.654810,0.414689,0.096358,0.032625,18.550970,0.861405
1563578008,0.527286,RRab,g,19.282794,0.010887,0.165557,-1.584888,0.926543,0.091805,0.031108,18.458333,0.941565
1563581457,0.636619,RRab,g,19.476704,0.116664,5.208371,-2.115200,0.423011,0.094840,0.032625,18.591603,1.003031
1563582654,0.556117,RRab,g,19.414148,0.020413,0.951980,-1.784006,0.427768,0.106980,0.025797,18.595751,0.896671
1563583646,0.477462,RRab,g,19.253791,0.015445,6.974094,-1.785381,0.372448,0.084977,0.034143,18.524402,0.908009
1563593792,0.616334,RRab,g,19.708779,0.018580,12.870429,-1.417289,0.447710,0.091047,0.040212,18.641563,0.812317
1563600612,0.545837,RRab,g,19.909063,0.029626,0.391235,-1.606849,0.430751,0.080424,0.036419,18.696278,0.838997
1563602094,0.511925,RRab,g,19.377735,0.019046,9.323991,-1.756503,0.402510,0.073596,0.032625,18.595252,0.886476
1563602697,0.341431,RRc,g,19.344705,0.036401,0.360128,-1.680620,0.348378,0.069044,0.034901,18.577548,0.880797
1563603278,0.640089,RRab,g,19.170891,0.241580,0.656676,-2.167976,0.562342,0.060698,0.047041,18.518312,1.013136
1563605227,0.585637,RRab,g,19.224940,0.017660,1.066806,-1.735849,0.400566,0.088770,0.016692,18.585270,0.896378
1563615393,0.529772,RRab,g,19.143284,0.030417,0.511590,-1.554323,0.409504,0.090288,0.018209,18.572037,0.839769
1563615617,0.575712,RRab,g,19.586969,0.009198,20.255980,-1.460154,0.545304,0.090288,0.018209,18.508246,0.828499
1563616551,0.605904,RRab,g,19.465726,0.051094,0.090926,-0.855819,0.516118,0.088770,0.018968,18.464554,0.685617
1563620435,0.547372,RRab,g,19.210790,0.044897,3.241916,-1.862927,0.395485,0.081942,0.038695,18.702556,0.938548
1563640317,0.657036,RRab,g,19.063764,0.058431,4.444795,-1.668432,0.504115,0.071320,0.037178,18.395787,0.892105
1563641222,0.557479,RRab,g,19.268009,0.439099,0.949593,-1.853083,0.402857,0.065250,0.033384,18.555979,0.922012
1563641680,0.539102,RRab,g,19.919921,0.019538,7.903049,-1.354362,0.448152,0.069044,0.025038,18.731423,0.794375
1563641735,0.588098,RRab,g,19.292395,0.029737,0.431493,-2.130603,0.473860,0.069044,0.025038,18.667057,1.005270
1563645685,0.631770,RRab,g,19.612782,0.019413,2.125456,-1.172437,0.479957,0.128224,0.044765,18.317970,0.769358
1563649472,0.700191,RRab,g,19.678225,0.041023,0.685138,-2.296155,0.454223,0.130500,0.025038,18.688397,1.067154
1563650747,0.611554,RRab,g,19.303196,0.016229,1.446370,-1.720481,0.430490,0.081183,0.045524,18.529142,0.879163
1563650988,0.590759,RRab,g,19.448336,0.045000,0.856263,-2.024188,0.442433,0.064491,0.031108,18.343980,0.998336
1563686340,0.569807,RRab,g,19.606498,0.017195,46.727741,-1.174330,0.619652,0.077389,0.023520,18.337071,0.756085
1563696222,0.573702,RRab,g,18.869954,0.064422,0.599116,-1.427761,0.451308,0.101669,0.033384,18.399025,0.806483
1563713040,0.540456,RRab,g,19.301755,0.013696,0.221087,-1.224424,0.405012,0.082701,0.016692,18.449574,0.726488
1563729010,0.623566,RRab,g,18.974537,0.069973,0.078143,-1.346530,0.537486,0.064491,0.020486,18.590203,0.797054
1563730513,0.627345,RRab,g,19.497174,0.667815,2.238560,-2.515120,0.483295,0.069802,0.041730,18.719510,1.116912
1563730951,0.620292,RRab,g,19.164545,0.035742,2.111603,-2.119633,0.431216,0.081183,0.021244,18.524620,1.005359
1563731426,0.546700,RRab,g,18.945168,5.369328,0.673273,-2.149884,0.380816,0.079666,0.040971,18.734635,1.014419
1563733901,0.662024,RRab,g,19.214405,0.210215,0.533548,-1.504144,0.489776,0.075872,0.031866,18.414669,0.850399
1563736254,0.587686,RRab,g,19.040555,0.097764,0.490991,-1.663084,0.463147,0.070561,0.024279,18.643553,0.875097
1563737128,0.594839,RRab,g,19.183597,0.141031,0.026946,-2.137624,0.408109,0.076631,0.020486,18.651746,1.011380
1563739388,0.295504,RRc,g,19.122232,0.017407,0.596917,-1.643658,0.348255,0.070561,0.025797,18.519032,0.843835
1563740847,0.643526,RRab,g,19.312235,0.245156,1.305876,-1.749843,0.523772,0.072837,0.034143,18.601035,0.890594
1563746371,0.508938,RRab,g,19.218260,0.351742,0.011998,-1.521956,0.457724,0.081942,0.033384,18.525322,0.835938
1563746451,0.447342,RRab,g,19.726111,0.191099,3.741533,-0.366002,0.602159,0.078907,0.038695,18.294457,0.619853
1563750948,0.547710,RRab,g,19.509583,0.046389,0.008941,-1.385714,0.476746,0.080424,0.025038,18.598251,0.811855
